Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,CoverLink,Year
547573,Everybody Loves a Good Drought,Palagummi Sainath,"Sainath, Palagummi",,"=""""","=""""",4,4.33,Penguin India,Paperback,470,2000,1996,2020/05/06,2020/02/15,,,read,,,,1,0,1377352930l,2020
40277347,Figuring,Maria Popova,"Popova, Maria",,"=""1524748137""","=""9781524748135""",4,4.35,Pantheon,Hardcover,578,2019,2019,2020/05/02,2020/05/01,,,read,"For those who are familiar with Brain Pickings, this book is just like the blog posts albeit with a much more expanded scope, depth and richness. The first chapter of the book (<a href=""https://www.brainpickings.org/2019/12/26/katharina-kepler-witchcraft-dream/"">freely available on the blog</a>) is about Kepler defending his mother who was accused of witchcraft. This excerpt is what drew me to this book. But the portion of the book dedicated to Kepler is limited to just this tiny opening chapter. What follows is a seemingly drunkard's walk through the biographies of Maria Mitchell (astronomer), Harriet Hosmer (sculptor), Margaret Fuller (journalist and literary critic), Emily Dickinson (poet) and Rachel Carson (marine biologist). As you can notice all of these are women and all of them were queer (attracted to other women in varying degrees). The biographies are replete with tragedy, love and complexities that are well captured by Popova who went to great lengths to painfully research and quote from primary sources (their journals, letters etc). The interconnections between each of these famous personalities is far deeper than one might imagine. Tracing the evolution of feminism is an unignorable theme throughout the book. Overall a splendid work of literature and labour of love by Maria Popova.",,,1,0,1541193905l,2020
40277241,Brief Answers to the Big Questions,Stephen Hawking,"Hawking, Stephen",,"=""1984819194""","=""9781984819192""",3,4.27,Bantam,Hardcover,256,2018,2018,2020/04/24,2019/07/27,,,read,,,,1,0,1536862019l,2020
40933159,Eating the Sun: Small Musings on a Vast Universe,Ella Frances Sanders,"Sanders, Ella Frances",,"=""052550494X""","=""9780525504948""",4,4.03,Penguin Books,Kindle Edition,158,2019,2019,2020/04/19,2020/04/18,,,read,,,,1,0,1555013732l,2020
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",3,4.02,Vintage International,Paperback,308,1991,1947,2020/04/16,2020/04/16,,,read,,,,1,0,1503362434l,2020
10031,The Wall,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""184391400X""","=""9781843914006""",3,4.06,Hesperus Press,Paperback,183,2005,1939,2020/04/10,2020/04/06,,,read,,,,1,0,1348089757l,2020
131305,Fermat's Last Theorem,Simon Singh,"Singh, Simon",,"=""1841157910""","=""9781841157917""",5,4.3,Fourth Estate,Paperback,340,2005,1997,2020/04/06,2020/04/06,,,read,,,,1,0,1348763708l,2020
66358,Men of Mathematics,Eric Temple Bell,"Bell, Eric Temple",,"=""0671628186""","=""9780671628185""",0,4.09,Touchstone,Paperback,590,1986,1937,,2020/04/05,to-read,to-read (#22),to-read,,,,0,0,#N/A,Err:502
5847,India: A Wounded Civilization,V.S. Naipaul,"Naipaul, V.S.",,"=""1400030757""","=""9781400030750""",3,3.72,Vintage Books,Paperback,180,2003,1976,2020/04/04,2020/04/04,,,read,,,,1,0,1389304394l,2020
45321758,What The Economy Needs Now,Abhijit V. Banerjee,"Banerjee, Abhijit V.","Gita Gopinath, Raghuram G. Rajan, Mihir S. Sharma","=""9353450314""","=""9789353450311""",4,3.78,Juggernaut,Hardcover,248,2019,,2020/03/31,2020/03/31,,,read,,,,1,0,1556460535l,2020
66414,Gitanjali,Rabindranath Tagore,"Tagore, Rabindranath",W.B. Yeats,"=""1420926306""","=""9781420926309""",3,4.3,Digireads.com,Paperback,80,2005,1910,2020/03/31,2020/03/31,,,read,,,,1,0,1348514071l,2020
32618967,An Era of Darkness: The British Empire in India,Shashi Tharoor,"Tharoor, Shashi",,"=""938306465X""","=""9789383064656""",4,4.17,Aleph Book Company,Hardcover,360,2016,2016,2020/02/18,2020/02/18,,,read,,,,1,0,1476625646l,2020
104,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",Brian Herbert,"=""""","=""""",3,4.28,Ace Books,Paperback,528,2005,1965,2020/02/14,2019/03/30,,,read,,,,1,0,1388175949l,2020
58345,The Awakening,Kate Chopin,"Chopin, Kate",,"=""0543898083""","=""9780543898081""",0,3.68,Elibron Classics,Paperback,195,2006,1899,,2019/11/27,to-read,to-read (#21),to-read,,,,0,0,#N/A,Err:502
17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345409469""","=""9780345409461""",4,4.29,Ballantine Books,Paperback,459,1997,1995,2019/11/21,2019/11/21,,,read,"A good portion of the book is about debunking alien abduction stories and UFO sightings. I've never given a serious thought about the plausibility of these anecdotal claims being true but it's quite admirable to see Sagan go to painstaking depths in order to expose those claims as baloney. He addresses the mass hysteria with extreme care and respect. The other parts of the book deal with witchcraft, astrology and a few other pseudo-scientific fields, drawing parallels between those phenomena across centuries. There's a fair bit of history of science with a multitude of intellectuals mentioned along with extensive quotations from numerous books. The overall theme of the book which is well brought out, is of course, the importance of science and what it means for humanity.",,,1,0,1553691804l,2019
24545135,Mudrārākṣasa,Viśākhadatta,"Viśākhadatta, Viśākhadatta",K.H. Dhruva,"=""""","=""""",4,4.1,The Oriental Book-Suppyling Agency,ebook,330,1923,550,2019/10/31,2019/10/31,,,read,,,,1,0,#N/A,2019
10245602,Poor Economics: A Radical Rethinking of the Way to Fight Global Poverty,Abhijit V. Banerjee,"Banerjee, Abhijit V.",Esther Duflo,"=""1586487981""","=""9781586487980""",5,4.28,PublicAffairs,Hardcover,320,2011,2011,2019/11/15,2019/10/26,,,read,,,,1,0,1344679036l,2019
2176204,The Third Level,Jack Finney,"Finney, Jack",,"=""""","=""""",3,4.07,"Dell Publishing Co., Inc.",Mass Market Paperback,192,1959,1948,2019/11/13,2019/09/18,,,read,The Third Level is a short story with the theme of escapism from the modern world (with the aid of time travel). If you're looking for similar themed short stories then you'll enjoy two more from this book - Such Interesting Neighbors and Of Missing Persons. I didn't find the remaining short stories nearly as interesting.,,,1,0,1305139023l,2019
17212231,"Inferno (Robert Langdon, #4)",Dan    Brown,"Brown, Dan",,"=""0385537859""","=""9780385537858""",4,3.89,Doubleday,Hardcover,463,2013,2013,2015/07/12,2013/09/29,,,read,,,,1,0,1534070896l,2015
116654,I Like You,Sandol Stoddard Warburg,"Warburg, Sandol Stoddard",Jacqueline Chwast,"=""0395071763""","=""9780395071762""",5,4.66,Houghton Mifflin,Hardcover,48,1990,1965,2019/10/30,2019/10/29,,,read,,,,1,0,1347612859l,2019
357209,An Imaginary Tale: The Story of √-1,Paul J. Nahin,"Nahin, Paul J.",,"=""0691127980""","=""9780691127989""",0,3.96,Princeton University Press,Paperback,296,2007,1998,,2019/10/29,to-read,to-read (#20),to-read,,,,0,0,#N/A,Err:502
30843,The Great Indian Novel,Shashi Tharoor,"Tharoor, Shashi",,"=""1559701943""","=""9781559701945""",4,3.89,Arcade Publishing,Paperback,423,1993,1989,2019/10/26,2019/07/12,,,read,,,,1,0,1599943210l,2019
6150530,Free: The Future of a Radical Price,Chris Anderson,"Anderson, Chris",,"=""1401322905""","=""9781401322908""",0,3.86,Hyperion,Hardcover,288,2009,2009,,2019/10/25,to-read,to-read (#19),to-read,,,,0,0,#N/A,Err:502
40594595,The Third Pillar: How Markets and the State Leave the Community Behind,Raghuram G. Rajan,"Rajan, Raghuram G.",,"=""0525558314""","=""9780525558316""",3,3.85,Penguin Press,Hardcover,464,2019,2019,2019/10/23,2019/03/29,,,read,,,,1,0,1538412819l,2019
97411,Letters from a Stoic,Seneca,"Seneca, Seneca",,"=""0140442103""","=""9780140442106""",4,4.34,Penguin Books,Paperback,254,2004,64,2019/09/10,2019/09/10,,,read,,,,1,0,1421619214l,2019
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Leon Trotsky, Samuel Moore, Erkin Özalp, Amanda Lee, Antonio Carlos Braga, Aldrin Alexander Evies, Oqtay Eloğlu","=""0140447571""","=""9780140447576""",4,3.66,Penguin Books,Paperback,288,2002,1848,2019/10/08,2019/10/08,,,read,,,,1,0,1565912767l,2019
11987,The Myth of Sisyphus and Other Essays,Albert Camus,"Camus, Albert",Justin O'Brien,"=""""","=""""",4,4.22,Vintage International,Paperback,212,1991,1942,2018/10/31,2018/10/31,,,read,,,,1,0,1533718219l,2018
85301,Unaccustomed Earth,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0676979343""","=""9780676979343""",3,4.13,Knopf,Hardcover,352,2008,2008,2018/11/12,2018/06/09,,,read,,,,1,0,1320398140l,2018
32500550,Mahabharata: Greatest Epic of All Time,Anonymous,"Anonymous, Anonymous",Krishna Dharma,"=""8177691635""","=""9788177691634""",4,4.31,Pilgrims Publishing,Hardcover,944,2004,1951,2018/11/12,2018/11/12,,,read,,,,1,0,1475942922l,2018
16115612,And the Mountains Echoed,Khaled Hosseini,"Hosseini, Khaled",,"=""159463176X""","=""9781594631764""",4,4.08,Riverhead Books,Hardcover,404,2013,2012,2019/03/09,2019/03/09,,,read,,,,1,0,1358190204l,2019
75703,"English, August: An Indian Story",Upamanyu Chatterjee,"Chatterjee, Upamanyu",Akhil Sharma,"=""1590171799""","=""9781590171790""",4,3.78,New York Review of Books,Paperback,326,2006,1988,2019/04/30,2019/03/08,,,read,,,,1,0,1644690160l,2019
29496453,The Book of Joy: Lasting Happiness in a Changing World,Dalai Lama XIV,"XIV, Dalai Lama","Desmond Tutu, Douglas Carlton Abrams","=""0399185046""","=""9780399185045""",0,4.38,Avery,Hardcover,354,2016,2016,,2019/07/15,to-read,to-read (#18),to-read,,,,0,0,#N/A,Err:502
14836,Midnight’s Children,Salman Rushdie,"Rushdie, Salman",,"=""0099578514""","=""9780099578512""",3,3.98,Vintage,Paperback,647,1995,1981,2019/07/08,2019/07/08,,,read,,,,1,0,1673724335l,2019
39088907,The Breakthrough: Immunotherapy and the Race to Cure Cancer,Charles Graeber,"Graeber, Charles",,"=""1455568503""","=""9781455568505""",0,4.27,Twelve,Hardcover,320,2018,2018,,2019/06/21,to-read,to-read (#17),to-read,,,,0,0,#N/A,Err:502
3082010,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich",Graham Parkes,"=""0199537097""","=""9780199537099""",3,4.07,Oxford University Press,Paperback,384,2009,1883,2019/03/22,2013/02/11,,,read,,,,1,0,1609195103l,2019
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",5,4.44,Riverhead Books,Hardcover,372,2007,2007,2019/03/04,2019/03/04,,,read,,,,1,0,1655336738l,2019
530415,The Art of Doing Science and Engineering: Learning to Learn,Richard Hamming,"Hamming, Richard",,"=""9056995014""","=""9789056995010""",0,4.17,CRC Press,Paperback,376,1997,1996,,2019/03/01,to-read,to-read (#16),to-read,,,,0,0,#N/A,Err:502
584637,Utilitarianism,John Stuart Mill,"Mill, John Stuart",George Sher,"=""087220605X""","=""9780872206052""",4,3.68,Hackett Publishing Company,Paperback,71,2002,1861,2018/10/31,2018/10/08,,,read,,,,1,0,1405624617l,2018
57854,Tao Te Ching,Lao Tzu,"Tzu, Lao","Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe","=""0679776192""","=""9780679776192""",0,4.3,Vintage/Random House (NY),Paperback,184,1997,-350,,2013/03/08,to-read,to-read (#15),to-read,,,,0,0,#N/A,Err:502
13588433,The Half-life of Facts: Why Everything We Know Has an Expiration Date,Samuel Arbesman,"Arbesman, Samuel",,"=""159184472X""","=""9781591844723""",0,3.58,Current,Hardcover,256,2012,2012,,2018/08/29,to-read,to-read (#14),to-read,,,,0,0,#N/A,Err:502
152435,"Steps to an Ecology of Mind: Collected Essays in Anthropology, Psychiatry, Evolution, and Epistemology",Gregory Bateson,"Bateson, Gregory",,"=""0226039056""","=""9780226039053""",0,4.26,University of Chicago Press,Paperback,533,2000,1972,,2018/04/18,to-read,to-read (#13),to-read,,,,0,0,#N/A,Err:502
153954,The Human Use of Human Beings: Cybernetics and Society,Norbert Wiener,"Wiener, Norbert",,"=""0306803208""","=""9780306803208""",0,4.02,Da Capo,Paperback,199,1988,1949,,2018/04/16,to-read,to-read (#12),to-read,,,,0,0,#N/A,Err:502
7550469,History of India: From the Earliest Times to the Sixth Century B.c. (1),Romesh Chunder Dutt,"Dutt, Romesh Chunder",A.V. Williams Jackson,"=""1605204900""","=""9781605204901""",4,3.74,Cosimo Classics,Paperback,380,2008,2011,2013/06/21,2013/06/27,,,read,,,,1,0,1348265113l,2013
64582,Chaos: Making a New Science,James Gleick,"Gleick, James",,"=""0140092501""","=""9780140092509""",5,4.04,Penguin Group,Paperback,352,1988,1987,2017/05/14,2013/04/23,,,read,,,,1,0,1327941595l,2017
29909820,Big Data in Practice: How 45 Successful Companies Used Big Data Analytics to Deliver Extraordinary Results,Bernard Marr,"Marr, Bernard",,"=""""","=""""",3,3.42,Wiley,Kindle Edition,277,2016,2016,2017/05/03,2017/05/03,,,read,,,,1,0,1460561482l,2017
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.35,Vintage,Paperback,512,2015,2011,2017/04/08,2017/04/08,,,read,,,,1,0,1703329310l,2017
2512183,Mathematics as Metaphor (Collected Works),Yuri Manin,"Manin, Yuri",,"=""0821843311""","=""9780821843314""",4,4.39,Amer Mathematical Society,Hardcover,232,2007,2007,2017/03/23,2017/03/23,,,read,,,,1,0,1356139716l,2017
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",4,4.03,Vintage International,Paperback,123,1989,1942,2017/02/22,2017/02/22,,,read,,,,1,0,1590930002l,2017
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""1600964338""","=""9781600964336""",4,4.13,Waking Lion Press,Paperback,86,2006,1886,2017/02/21,2017/02/21,,,read,,,,1,0,1663546974l,2017
18050049,Plato at the Googleplex: Why Philosophy Won't Go Away,Rebecca Goldstein,"Goldstein, Rebecca",,"=""0307378195""","=""9780307378194""",0,3.85,Pantheon,Hardcover,461,2014,2014,,2017/01/23,to-read,to-read (#11),to-read,,,,0,0,#N/A,Err:502
73945,Apology,Plato,"Plato, Plato",James J. Helm,"=""0865163480""","=""9780865163485""",5,4.19,Bolchazy-Carducci Publishers,Paperback,127,1997,-399,2016/12/11,2016/12/11,,,read,,,,1,0,1212606317l,2016
17905709,The Narrow Road to the Deep North,Richard Flanagan,"Flanagan, Richard",,"=""""","=""""",4,4.03,Vintage Australia,Paperback,467,2013,2013,2016/12/10,2016/12/11,,,read,,,,1,0,1374734363l,2016
7980569,My Spiritual Journey,Dalai Lama XIV,"XIV, Dalai Lama","Sofia Stril-Rever, Charlotte Mandell","=""0061960225""","=""9780061960222""",4,3.98,HarperOne,Hardcover,284,2010,2009,2016/12/11,2016/12/11,,,read,,,,1,0,1347279278l,2016
28587584,Time Travel: A History,James Gleick,"Gleick, James",,"=""0307908801""","=""9780307908803""",0,3.58,Pantheon,ebook,304,2016,2016,,2016/12/09,to-read,to-read (#10),to-read,,,,0,0,#N/A,Err:502
639864,Autobiography of a Yogi,Paramahansa Yogananda,"Yogananda, Paramahansa",,"=""0876120834""","=""9780876120835""",2,4.25,Self-Realization Fellowship,Paperback,503,2000,1946,2016/12/04,2016/12/09,,,read,,,,1,0,1347427162l,2016
24422519,Discover your self,Radheshyam Das,"Das, Radheshyam",,"=""""","=""""",3,4.44,Vedic Oasis for Inspiration Culture & Education,Paperback,184,2009,2009,2009/10/31,2016/10/31,,,read,,,,1,0,#N/A,2009
12291050,"Dying to Be Me: My Journey from Cancer, to Near Death, to True Healing",Anita Moorjani,"Moorjani, Anita",,"=""1401937519""","=""9781401937515""",2,4.16,Hay House Inc,Hardcover,191,2012,,2016/10/31,2016/10/31,,,read,,,,1,0,1344735606l,2016
6753,Brief Interviews with Hideous Men,David Foster Wallace,"Wallace, David Foster",,"=""034911188X""","=""9780349111889""",4,3.84,Abacus,Paperback,273,2000,1999,2016/10/30,2016/10/30,,,read,,,,1,0,1697260466l,2016
452149,Freud: A Very Short Introduction,Anthony Storr,"Storr, Anthony",,"=""0192854550""","=""9780192854551""",3,3.7,"Oxford University Press, USA",Paperback,176,2001,1989,2016/10/10,2016/10/09,,,read,,,,1,0,1413128820l,2016
3412,The Thorn Birds,Colleen McCullough,"McCullough, Colleen",,"=""""","=""""",4,4.25,Avon Books,Mass Market Paperback,692,1977,1977,2016/09/19,2016/10/07,,,read,,,,1,0,1548530867l,2016
2527900,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,"=""0300122233""","=""9780300122237""",4,3.84,Yale University Press,Hardcover,293,2008,2008,2016/09/19,2016/09/20,,,read,,,,1,0,1328828013l,2016
6667514,The Checklist Manifesto: How to Get Things Right,Atul Gawande,"Gawande, Atul",,"=""0805091742""","=""9780805091748""",3,4.04,Metropolitan Books,Hardcover,208,2009,2009,2016/09/16,2016/09/20,,,read,,,,1,0,1647403235l,2016
25622258,The Lives of Others,Neel Mukherjee,"Mukherjee, Neel",,"=""0393351718""","=""9780393351712""",4,3.68,W. W. Norton & Company,Paperback,530,2015,2014,2016/09/14,2016/09/20,,,read,,,,1,0,1436549675l,2016
1157019,My View of the World,Erwin Schrödinger,"Schrödinger, Erwin",,"=""0918024307""","=""9780918024305""",4,3.85,Ox Bow Pr,Paperback,118,1983,1951,2016/09/12,2016/09/20,,,read,,,,1,0,1546654432l,2016
21976060,The Art of Stillness: Adventures in Going Nowhere (TED Books),Pico Iyer,"Iyer, Pico",,"=""1476784728""","=""9781476784724""",3,3.72,Simon & Schuster/ TED,Hardcover,96,2014,2014,2016/09/11,2016/09/20,,,read,,,,1,0,1418670911l,2016
14803108,"Sinking, Not Swimming",Nalini Rajan,"Rajan, Nalini",,"=""0143064983""","=""9780143064985""",2,2.4,Penguin Random House India,Paperback,264,2010,2010,2016/09/07,2016/09/07,,,read,,,,1,0,1356445590l,2016
16241186,Cocktail Time,P.G. Wodehouse,"Wodehouse, P.G.",,"=""0393345602""","=""9780393345605""",3,4.14,W. W. Norton & Company,Paperback,224,2013,1958,2016/09/06,2016/09/06,,,read,,,,1,0,1357836579l,2016
79908,What Am I Doing Here?,Bruce Chatwin,"Chatwin, Bruce",,"=""0099769816""","=""9780099769811""",3,3.91,Vintage,Paperback,384,1998,1989,2016/09/05,2016/03/01,,,read,,,,1,0,1349073864l,2016
29326949,UnpackED - The black box of Indian school education reform,Karthik Dinne,"Dinne, Karthik",,"=""8187984252""","=""9788187984252""",4,4.29,Centre for Civil Society,,240,2015,,2016/07/30,2016/07/30,,,read,,,,1,0,1456340733l,2016
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",3,4.28,Penguin Books,Paperback,254,2006,180,2016/07/11,2016/07/11,,,read,,,,1,0,1421618636l,2016
28459,Rudin,Ivan Turgenev,"Turgenev, Ivan","Constance Garnett, Isabel Florence Hapgood","=""1426450427""","=""9781426450426""",3,3.78,BiblioBazaar,Paperback,148,2006,1856,2016/07/06,2016/07/06,,,read,,,,1,0,1347339338l,2016
28463,Home of the Gentry,Ivan Turgenev,"Turgenev, Ivan",Richard Freeborn,"=""0140442243""","=""9780140442243""",3,3.92,Penguin Classics,Paperback,208,1970,1859,2016/07/07,2016/07/07,,,read,,,,1,0,1473567535l,2016
109201,The Company of Women,Khushwant Singh,"Singh, Khushwant",,"=""0140290478""","=""9780140290479""",3,3.26,Penguin Books India,Paperback,232,2016,1999,2016/07/03,2016/07/03,,,read,,,,1,0,1260981688l,2016
13563459,"Asura: Tale Of The Vanquished, The Story of Ravana and His People",Anand Neelakantan,"Neelakantan, Anand",,"=""938157605X""","=""9789381576052""",4,3.71,Platinum Press,Paperback,504,2012,2012,2016/06/26,2016/06/25,,,read,,,,1,0,1651676236l,2016
857333,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,"Waitzkin, Josh",,"=""0743277457""","=""9780743277457""",4,4.04,Free Press,Hardcover,265,2007,2007,2016/06/23,2016/06/23,,,read,,,,1,0,1348688766l,2016
9712,Love in the Time of Cholera,Gabriel García Márquez,"Márquez, Gabriel García","Edith Grossman, Kjell Risvik, Carlos Marrodán Casas","=""140003468X""","=""9781400034680""",4,3.94,Vintage International,Paperback,348,2003,1985,2016/06/13,2016/06/13,,,read,,,,1,0,1644691354l,2016
19427193,I Too Had a Love Story,Ravinder Singh,"Singh, Ravinder",,"=""8188575704""","=""9788188575701""",2,3.63,Srishti Publishers,Paperback,212,2009,2007,2012/11/01,2012/12/10,,,read,,,,1,0,1439162367l,2012
10746542,The Sense of an Ending,Julian Barnes,"Barnes, Julian",,"=""0224094157""","=""9780224094153""",4,3.74,Jonathan Cape,Hardcover,150,2011,2011,2016/03/03,2016/03/03,,,read,,,,1,0,1311704453l,2016
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",4,4.26,Small Beer Press,ebook,281,2010,2002,2016/03/09,2015/12/30,,,read,,,,1,0,1356138316l,2016
70552,Conversations of Socrates,Xenophon,"Xenophon, Xenophon","Hugh Tredennick, Robin Waterfield, Araz Gündüz","=""014044517X""","=""9780140445176""",0,4.05,Penguin Classics,Paperback,366,1990,-370,,2016/03/01,to-read,to-read (#9),to-read,,,,0,0,#N/A,Err:502
821914,Everything and More: A Compact History of Infinity,David Foster Wallace,"Wallace, David Foster",,"=""0393003388""","=""9780393003383""",0,3.73,W. W. Norton & Company,Hardcover,319,2003,2003,,2016/03/01,to-read,to-read (#8),to-read,,,,0,0,#N/A,Err:502
25424569,"Many Lives, Many Masters by Brian L. Weiss",Brian L. Weiss,"Weiss, Brian L.",,"=""8189107372""","=""9788189107376""",2,4.17,Indra Publishing House,Unknown Binding,0,2008,1988,2015/12/30,2015/12/30,,,read,,,,1,0,1429962577l,2015
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618101365""","=""9780618101368""",4,4.17,Houghton Mifflin Harcourt,Hardcover,198,2000,1999,2015/12/25,2015/12/30,,,read,,,,1,0,1442586143l,2015
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""1400069289""","=""9781400069286""",4,4.13,Random House,Hardcover,375,2012,2012,2015/12/28,2014/06/30,,,read,,,,1,0,1545854312l,2015
11300802,Lysis,Plato,"Plato, Plato",,"=""141913180X""","=""9781419131806""",4,3.62,Kessinger Publishing,Paperback,48,2004,-380,2015/12/22,2015/12/22,,,read,,,,1,0,1347620595l,2015
6900,Tuesdays with Morrie,Mitch Albom,"Albom, Mitch",,"=""""","=""""",3,4.19,Warner,Paperback,210,2000,1997,2015/12/11,2015/12/19,,,read,,,,1,0,1423763749l,2015
6610623,The Idea of Justice,Amartya Sen,"Sen, Amartya",,"=""0674036131""","=""9780674036130""",4,4.02,Belknap,Hardcover,496,2009,2009,2015/11/10,2015/11/14,,,read,,,,1,0,1348462840l,2015
17239285,Microinteractions: Designing with Details,Dan Saffer,"Saffer, Dan",,"=""144934268X""","=""9781449342685""",4,4.02,O'Reilly Media,Paperback,168,2013,2013,2015/02/01,2015/10/21,,,read,,,,1,0,1365526301l,2015
174713,The Lessons of History,Will Durant,"Durant, Will",Ariel Durant,"=""1567310249""","=""9781567310245""",5,4.06,Fine Communications,Hardcover,119,1997,1968,2015/10/22,2015/10/21,,,read,,,,1,0,1387722025l,2015
4069,Man’s Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,4.37,Beacon Press,Paperback,165,2006,1946,2015/10/18,2015/10/19,,,read,,,,1,0,1535419394l,2015
5553,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,Richard P. Feynman,"Feynman, Richard P.",Paul C.W. Davies,"=""0465023924""","=""9780465023929""",4,4.21,Basic Books,Paperback,138,1995,1994,2015/08/13,2015/08/12,,,read,,,,1,0,1400827293l,2015
10778,Across the River and into the Trees,Ernest Hemingway,"Hemingway, Ernest",,"=""0684844648""","=""9780684844640""",3,3.3,Scribner,Hardcover,272,1998,1950,2015/08/09,2015/08/09,,,read,,,,1,0,1379313760l,2015
6493321,Logicomix: An Epic Search for Truth,Apostolos Doxiadis,"Doxiadis, Apostolos","Christos H. Papadimitriou, Χρίστος Χ. Παπαδημητρίου, Alecos Papadatos, Annie Di Donna, Αλέκος Παπαδάτος","=""1596914521""","=""9781596914520""",4,4.05,Bloomsbury (NYC),Paperback,347,2009,2009,2015/07/29,2015/07/29,,,read,,,,1,0,1312031956l,2015
7913305,"The Immortals of Meluha (Shiva Trilogy, #1)",Amish Tripathi,"Tripathi, Amish",,"=""""","=""""",3,4.13,Westland ,Paperback,436,2010,2010,2012/11/01,2012/12/10,,,read,,,,1,0,1334659192l,2012
37677,The Call of the Wild / White Fang,Jack London,"London, Jack",,"=""1587263890""","=""9781587263897""",4,4.12,Ann Arbor Media,Hardcover,292,2006,1906,2012/12/01,2012/12/10,,,read,,,,1,0,1168977937l,2012
11965321,Allen Carr's Easy Way To Stop Smoking,Allen Carr,"Carr, Allen",,"=""0615482155""","=""9780615482156""",3,4.27,Clarity Marketing USA LLC,Paperback,280,2011,1985,2013/02/01,2013/02/01,,,read,,,,1,0,1328833462l,2013
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Tolle, Eckhart",,"=""""","=""""",4,4.15,New World Library,Paperback,229,2004,1997,2013/02/28,2013/02/28,,,read,,,,1,0,1689947880l,2013
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""""","=""""",3,4.12,HarperCollins Canada ,Hardcover,247,2008,2008,2013/09/11,2013/09/11,,,read,,,,1,0,1255573980l,2013
976,Deception Point,Dan    Brown,"Brown, Dan",,"=""0671027387""","=""9780671027384""",4,3.76,Pocket Books,Paperback,556,2002,2001,2009/01/01,2012/12/10,,,read,,,,1,0,1551277487l,2009
1023077,Brida (Portuguese Edition),Paulo Coelho,"Coelho, Paulo",,"=""8532500455""","=""9788532500458""",4,3.5,Rocco,Paperback,,2015,1990,2011/01/01,2012/12/10,,,read,,,,1,0,1532791767l,2011
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",4,4.35,Riverhead Books,Paperback,371,2004,2003,2009/01/01,2012/12/10,,,read,,,,1,0,1579036753l,2009
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""""","=""""",4,3.89,Signet Book,Mass Market Paperback,704,1996,1943,2010/01/01,2012/12/10,,,read,,,,1,0,1491163636l,2010
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",4,3.95,Pocket Books,Paperback,736,2006,2000,2009/01/01,2012/12/10,,,read,,,,1,0,1630637257l,2009
3320520,The 3 Mistakes of My Life,Chetan Bhagat,"Bhagat, Chetan",,"=""8129113724""","=""9788129113726""",3,3.06,Rupa & Co.,Paperback,258,2008,,2009/01/01,2012/12/10,,,read,,,,1,0,1216107646l,2009
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",4,4.19,Bantam,Mass Market Paperback,283,1993,1947,2010/01/01,2012/11/24,,,read,,,,1,0,1560816565l,2010
