Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
145,tt0080520,2014-04-07,2014-04-07,,Cheech and Chong's Next Movie,https://www.imdb.com/title/tt0080520/,movie,6.1,99,1980,"Comedy, Crime, Sci-Fi",10686,1980-07-18,Tommy Chong
146,tt0112302,2014-04-07,2014-04-07,,Tom and Huck,https://www.imdb.com/title/tt0112302/,movie,5.6,97,1995,"Adventure, Comedy, Drama, Family, Romance, Western",8829,1995-12-22,Peter Hewitt
147,tt0043265,2014-04-07,2014-04-07,,The African Queen,https://www.imdb.com/title/tt0043265/,movie,7.9,105,1951,"Adventure, Drama, Romance, War",65576,1951-12-26,John Huston
148,tt0079470,2014-04-07,2014-04-07,,Life of Brian,https://www.imdb.com/title/tt0079470/,movie,8.1,94,1979,Comedy,327374,1979-08-17,Terry Jones
149,tt0043456,2014-04-07,2014-04-07,,The Day the Earth Stood Still,https://www.imdb.com/title/tt0043456/,movie,7.8,92,1951,"Drama, Sci-Fi",71321,1951-09-18,Robert Wise
150,tt0103905,2014-04-07,2014-04-07,,C'est arrivé près de chez vous,https://www.imdb.com/title/tt0103905/,movie,7.5,95,1992,"Comedy, Crime, Drama, Horror",32819,1992-05-31,"André Bonzel, Rémy Belvaux, Benoît Poelvoorde"
151,tt0116409,2014-04-07,2014-04-07,,The Ghost and the Darkness,https://www.imdb.com/title/tt0116409/,movie,6.8,110,1996,"Adventure, Drama, Thriller",51714,1996-10-11,Stephen Hopkins
152,tt0100150,2014-04-07,2014-04-07,,Miller's Crossing,https://www.imdb.com/title/tt0100150/,movie,7.8,115,1990,"Crime, Drama, Thriller",116513,1990-09-21,"Ethan Coen, Joel Coen"
153,tt0056801,2014-04-07,2014-04-07,,8½,https://www.imdb.com/title/tt0056801/,movie,8.1,138,1963,Drama,97713,1963-02-13,Federico Fellini
154,tt0077416,2014-04-07,2014-04-07,,The Deer Hunter,https://www.imdb.com/title/tt0077416/,movie,8.1,183,1978,"Drama, War",279281,1978-12-08,Michael Cimino
155,tt0071315,2014-04-07,2014-04-07,,Chinatown,https://www.imdb.com/title/tt0071315/,movie,8.2,130,1974,"Drama, Mystery, Thriller",260693,1974-06-20,Roman Polanski
156,tt0100436,2014-04-07,2014-04-07,,Pump Up the Volume,https://www.imdb.com/title/tt0100436/,movie,7.2,102,1990,"Comedy, Drama, Music",24013,1990-08-22,Allan Moyle
157,tt0050212,2014-04-07,2014-04-07,,The Bridge on the River Kwai,https://www.imdb.com/title/tt0050212/,movie,8.2,161,1957,"Adventure, Drama, War",182835,1957-10-02,David Lean
158,tt0092005,2014-04-07,2014-04-07,,Stand by Me,https://www.imdb.com/title/tt0092005/,movie,8.1,89,1986,"Adventure, Drama",327318,1986-10-27,Rob Reiner
159,tt0113749,2014-04-07,2014-04-07,,Mallrats,https://www.imdb.com/title/tt0113749/,movie,7.2,94,1995,"Comedy, Romance",107787,1995-10-20,Kevin Smith
160,tt0040897,2014-04-07,2014-04-07,,The Treasure of the Sierra Madre,https://www.imdb.com/title/tt0040897/,movie,8.2,126,1948,"Adventure, Drama, Western",99618,1948-01-15,John Huston
161,tt0081505,2014-04-07,2014-04-07,,The Shining,https://www.imdb.com/title/tt0081505/,movie,8.4,146,1980,"Drama, Horror",759600,1980-05-23,Stanley Kubrick
162,tt0022100,2014-04-07,2014-04-07,,M - Eine Stadt sucht einen Mörder,https://www.imdb.com/title/tt0022100/,movie,8.3,117,1931,"Crime, Mystery, Thriller",124191,1931-05-11,Fritz Lang
163,tt0015864,2014-04-07,2014-04-07,,The Gold Rush,https://www.imdb.com/title/tt0015864/,movie,8.2,95,1925,"Adventure, Comedy, Drama, Family",87524,1925-06-26,Charles Chaplin
164,tt0058385,2014-04-07,2014-04-07,,My Fair Lady,https://www.imdb.com/title/tt0058385/,movie,7.9,170,1964,"Drama, Family, Musical, Romance",78251,1964-10-21,George Cukor
165,tt0117333,2014-04-07,2014-04-07,,Phenomenon,https://www.imdb.com/title/tt0117333/,movie,6.4,123,1996,"Drama, Fantasy, Romance, Sci-Fi",70083,1996-06-22,Jon Turteltaub
166,tt0057115,2014-04-07,2014-04-07,,The Great Escape,https://www.imdb.com/title/tt0057115/,movie,8.2,172,1963,"Adventure, Drama, History, Thriller, War",201286,1963-06-20,John Sturges
167,tt0107653,2014-04-07,2014-04-07,,Naked,https://www.imdb.com/title/tt0107653/,movie,7.9,132,1993,"Comedy, Drama",29332,1993-05-14,Mike Leigh
168,tt0115678,2014-04-07,2014-04-07,,Big Night,https://www.imdb.com/title/tt0115678/,movie,7.3,109,1996,"Drama, Romance",14983,1996-01-24,"Campbell Scott, Stanley Tucci"
169,tt0092991,2014-04-07,2014-04-07,,Evil Dead II,https://www.imdb.com/title/tt0092991/,movie,7.8,84,1987,"Comedy, Horror",133019,1987-03-13,Sam Raimi
170,tt0081534,2014-04-07,2014-04-07,,Somewhere in Time,https://www.imdb.com/title/tt0081534/,movie,7.3,103,1980,"Drama, Fantasy, Romance",24033,1980-10-03,Jeannot Szwarc
171,tt0086373,2014-04-07,2014-04-07,,The Adventures of Bob & Doug McKenzie: Strange Brew,https://www.imdb.com/title/tt0086373/,movie,6.8,90,1983,"Comedy, Crime, Sci-Fi",14447,1983-08-19,"Dave Thomas, Rick Moranis"
172,tt0059742,2014-04-07,2014-04-07,,The Sound of Music,https://www.imdb.com/title/tt0059742/,movie,8.0,172,1965,"Biography, Drama, Family, Musical, Romance",178265,1965-03-02,Robert Wise
173,tt0082269,2014-04-07,2014-04-07,,Diva,https://www.imdb.com/title/tt0082269/,movie,7.3,117,1981,Thriller,10683,1981-03-11,Jean-Jacques Beineix
174,tt0105488,2014-04-07,2014-04-07,,Strictly Ballroom,https://www.imdb.com/title/tt0105488/,movie,7.2,94,1992,"Comedy, Drama, Music, Romance",23002,1992-05-10,Baz Luhrmann
175,tt0042192,2014-04-07,2014-04-07,,All About Eve,https://www.imdb.com/title/tt0042192/,movie,8.3,138,1950,Drama,105086,1950-10-13,Joseph L. Mankiewicz
176,tt0109830,2014-04-07,2014-04-07,,Forrest Gump,https://www.imdb.com/title/tt0109830/,movie,8.8,142,1994,"Drama, Romance",1563453,1994-06-23,Robert Zemeckis
177,tt0023969,2014-04-07,2014-04-07,,Duck Soup,https://www.imdb.com/title/tt0023969/,movie,8.0,68,1933,"Comedy, Musical, War",51640,1933-11-12,Leo McCarey
178,tt0092610,2014-04-07,2014-04-07,,Bad Taste,https://www.imdb.com/title/tt0092610/,movie,6.7,91,1987,"Comedy, Horror, Sci-Fi",40779,1987-12-31,Peter Jackson
179,tt0066206,2014-04-07,2014-04-07,,Patton,https://www.imdb.com/title/tt0066206/,movie,8.0,172,1970,"Biography, Drama, War",86800,1970-02-04,Franklin J. Schaffner
180,tt0077975,2014-04-07,2014-04-07,,Animal House,https://www.imdb.com/title/tt0077975/,movie,7.6,109,1978,Comedy,103447,1978-07-27,John Landis
181,tt0094625,2014-04-07,2014-04-07,,Akira,https://www.imdb.com/title/tt0094625/,movie,8.1,124,1988,"Animation, Drama, Sci-Fi, Thriller",134467,1988-07-16,Katsuhiro Ôtomo
182,tt0101414,2014-04-07,2014-04-07,,Beauty and the Beast,https://www.imdb.com/title/tt0101414/,movie,8.0,84,1991,"Animation, Family, Fantasy, Musical, Romance",380438,1991-09-29,"Gary Trousdale, Kirk Wise"
183,tt0116908,2014-04-07,2014-04-07,,The Long Kiss Goodnight,https://www.imdb.com/title/tt0116908/,movie,6.8,121,1996,"Action, Crime, Drama, Mystery, Thriller",66783,1996-10-11,Renny Harlin
184,tt0090967,2014-04-07,2014-04-07,,Down by Law,https://www.imdb.com/title/tt0090967/,movie,7.8,107,1986,"Comedy, Crime, Drama",42606,1986-05-17,Jim Jarmusch
185,tt0077402,2014-04-07,2014-04-07,,Dawn of the Dead,https://www.imdb.com/title/tt0077402/,movie,7.9,127,1978,"Horror, Thriller",101973,1978-09-01,George A. Romero
186,tt0085809,2014-04-07,2014-04-07,,Koyaanisqatsi,https://www.imdb.com/title/tt0085809/,movie,8.3,86,1982,"Documentary, Music",31231,1982-04-27,Godfrey Reggio
187,tt0112471,2014-04-07,2014-04-07,,Before Sunrise,https://www.imdb.com/title/tt0112471/,movie,8.1,101,1995,"Drama, Romance",232220,1995-01-19,Richard Linklater
188,tt0099334,2014-04-07,2014-04-07,,Cyrano de Bergerac,https://www.imdb.com/title/tt0099334/,movie,7.5,137,1990,"Comedy, Drama, History, Romance",20409,1990-03-28,Jean-Paul Rappeneau
189,tt0107048,2014-04-07,2014-04-07,,Groundhog Day,https://www.imdb.com/title/tt0107048/,movie,8.0,101,1993,"Comedy, Fantasy, Romance",530358,1993-02-04,Harold Ramis
190,tt0061512,2014-04-07,2014-04-07,,Cool Hand Luke,https://www.imdb.com/title/tt0061512/,movie,8.1,126,1967,"Crime, Drama",145281,1967-11-01,Stuart Rosenberg
191,tt0088763,2014-04-07,2014-04-07,,Back to the Future,https://www.imdb.com/title/tt0088763/,movie,8.5,116,1985,"Adventure, Comedy, Sci-Fi",909133,1985-07-03,Robert Zemeckis
192,tt0091203,2014-04-07,2014-04-07,,Highlander,https://www.imdb.com/title/tt0091203/,movie,7.2,116,1986,"Action, Adventure, Fantasy",111330,1986-01-31,Russell Mulcahy
193,tt0107943,2014-04-07,2014-04-07,,The Remains of the Day,https://www.imdb.com/title/tt0107943/,movie,7.9,134,1993,"Drama, Romance",55932,1993-10-25,James Ivory
194,tt0084503,2014-04-07,2014-04-07,,Pink Floyd: The Wall,https://www.imdb.com/title/tt0084503/,movie,8.0,95,1982,"Animation, Drama, Fantasy, Music, Musical",69138,1982-05-22,Alan Parker
195,tt0032904,2014-04-07,2014-04-07,,The Philadelphia Story,https://www.imdb.com/title/tt0032904/,movie,8.0,112,1940,"Comedy, Romance",57530,1940-12-05,George Cukor
196,tt0021749,2014-04-07,2014-04-07,,City Lights,https://www.imdb.com/title/tt0021749/,movie,8.5,87,1931,"Comedy, Drama, Romance",142139,1931-01-30,Charles Chaplin
197,tt0102536,2014-04-07,2014-04-07,,Night on Earth,https://www.imdb.com/title/tt0102536/,movie,7.8,129,1991,"Comedy, Drama",48878,1991-10-04,Jim Jarmusch
198,tt0091288,2014-04-07,2014-04-07,,Jean de Florette,https://www.imdb.com/title/tt0091288/,movie,8.1,120,1986,Drama,22048,1986-08-27,Claude Berri
199,tt0113627,2014-04-07,2014-04-07,,Leaving Las Vegas,https://www.imdb.com/title/tt0113627/,movie,7.5,111,1995,"Drama, Romance",105208,1995-09-15,Mike Figgis
200,tt0072431,2014-04-07,2014-04-07,,Young Frankenstein,https://www.imdb.com/title/tt0072431/,movie,8.0,106,1974,Comedy,131284,1974-12-15,Mel Brooks
201,tt0036613,2014-04-07,2014-04-07,,Arsenic and Old Lace,https://www.imdb.com/title/tt0036613/,movie,8.0,118,1944,"Comedy, Crime, Thriller",60804,1944-09-01,Frank Capra
202,tt0105695,2014-04-07,2014-04-07,,Unforgiven,https://www.imdb.com/title/tt0105695/,movie,8.2,130,1992,"Drama, Western",333653,1992-08-03,Clint Eastwood
203,tt0056218,2014-04-07,2014-04-07,,The Manchurian Candidate,https://www.imdb.com/title/tt0056218/,movie,8.0,126,1962,"Drama, Thriller",66909,1962-10-24,John Frankenheimer
204,tt0110367,2014-04-07,2014-04-07,,Little Women,https://www.imdb.com/title/tt0110367/,movie,7.3,115,1994,"Drama, Family, Romance",42904,1994-12-21,Gillian Armstrong
205,tt0111149,2014-04-07,2014-04-07,,Shallow Grave,https://www.imdb.com/title/tt0111149/,movie,7.3,89,1994,"Crime, Thriller",52040,1994-12-22,Danny Boyle
206,tt0032455,2014-04-07,2014-04-07,,Fantasia,https://www.imdb.com/title/tt0032455/,movie,7.8,125,1940,"Animation, Family, Fantasy, Music",80722,1940-11-13,"Ben Sharpsteen, Samuel Armstrong, Hamilton Luske, Paul Satterfield, James Algar, Jim Handley, Ford Beebe Jr., David Hand, Wilfred Jackson, T. Hee, Norman Ferguson, Bill Roberts"
207,tt0052618,2014-04-07,2014-04-07,,Ben-Hur,https://www.imdb.com/title/tt0052618/,movie,8.1,212,1959,"Adventure, Drama, History",197671,1959-11-18,William Wyler
208,tt0088258,2014-04-07,2014-04-07,,This Is Spinal Tap,https://www.imdb.com/title/tt0088258/,movie,8.0,82,1984,"Comedy, Music",118424,1984-03-02,Rob Reiner
209,tt0032553,2014-04-07,2014-04-07,,The Great Dictator,https://www.imdb.com/title/tt0032553/,movie,8.5,125,1940,"Comedy, Drama, War",175465,1940-10-15,Charles Chaplin
210,tt0109759,2014-04-07,2014-04-07,,Exotica,https://www.imdb.com/title/tt0109759/,movie,7.1,103,1994,Drama,16389,1994-05-16,Atom Egoyan
211,tt0038355,2014-04-07,2014-04-07,,The Big Sleep,https://www.imdb.com/title/tt0038355/,movie,8.0,114,1946,"Crime, Film-Noir, Mystery, Thriller",72486,1946-08-22,Howard Hawks
212,tt0044706,2014-04-07,2014-04-07,,High Noon,https://www.imdb.com/title/tt0044706/,movie,8.0,85,1952,"Action, Drama, Thriller, Western",89138,1952-05-01,Fred Zinnemann
213,tt0047437,2014-04-07,2014-04-07,,Sabrina,https://www.imdb.com/title/tt0047437/,movie,7.7,113,1954,"Comedy, Drama, Romance",52181,1954-09-03,Billy Wilder
214,tt0078841,2014-04-07,2014-04-07,,Being There,https://www.imdb.com/title/tt0078841/,movie,8.0,130,1979,"Comedy, Drama",59537,1979-12-20,Hal Ashby
215,tt0097493,2014-04-07,2014-04-07,,Heathers,https://www.imdb.com/title/tt0097493/,movie,7.3,103,1988,"Comedy, Crime",75761,1988-10-01,Michael Lehmann
216,tt0085334,2014-04-07,2014-04-07,,A Christmas Story,https://www.imdb.com/title/tt0085334/,movie,8.0,94,1983,"Comedy, Family",121260,1983-11-18,Bob Clark
217,tt0096332,2014-04-07,2014-04-07,,The Unbearable Lightness of Being,https://www.imdb.com/title/tt0096332/,movie,7.4,171,1988,"Drama, Romance",30836,1988-02-05,Philip Kaufman
218,tt0095016,2014-04-07,2014-04-07,,Die Hard,https://www.imdb.com/title/tt0095016/,movie,8.2,132,1988,"Action, Thriller",706811,1988-07-12,John McTiernan
219,tt0067992,2014-04-07,2014-04-07,,Willy Wonka & the Chocolate Factory,https://www.imdb.com/title/tt0067992/,movie,7.8,100,1971,"Family, Fantasy, Musical",156851,1971-06-28,Mel Stuart
220,tt0094006,2014-04-07,2014-04-07,,Some Kind of Wonderful,https://www.imdb.com/title/tt0094006/,movie,7.1,95,1987,"Drama, Romance",23945,1987-02-23,Howard Deutch
221,tt0103639,2014-04-07,2014-04-07,,Aladdin,https://www.imdb.com/title/tt0103639/,movie,8.0,90,1992,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",311497,1992-11-08,"Ron Clements, John Musker"
222,tt0091867,2014-04-07,2014-04-07,,A Room with a View,https://www.imdb.com/title/tt0091867/,movie,7.4,117,1985,"Drama, Romance",35233,1985-12-13,James Ivory
223,tt0097576,2014-04-07,2014-04-07,,Indiana Jones and the Last Crusade,https://www.imdb.com/title/tt0097576/,movie,8.2,127,1989,"Action, Adventure, Fantasy",619415,1989-05-24,Steven Spielberg
224,tt0109045,2014-04-07,2014-04-07,,"The Adventures of Priscilla, Queen of the Desert",https://www.imdb.com/title/tt0109045/,movie,7.5,104,1994,"Comedy, Music",42433,1994-01-30,Stephan Elliott
225,tt0116629,2014-04-07,2014-04-07,,Independence Day,https://www.imdb.com/title/tt0116629/,movie,7.0,145,1996,"Action, Adventure, Sci-Fi",487351,1996-06-25,Roland Emmerich
226,tt0049223,2014-04-07,2014-04-07,,Forbidden Planet,https://www.imdb.com/title/tt0049223/,movie,7.6,98,1956,"Action, Adventure, Sci-Fi, Thriller",40376,1956-03-23,Fred M. Wilcox
227,tt0114558,2014-04-07,2014-04-07,,Strange Days,https://www.imdb.com/title/tt0114558/,movie,7.2,145,1995,"Action, Crime, Drama, Sci-Fi, Thriller",61628,1995-09-03,Kathryn Bigelow
228,tt0101921,2014-04-07,2014-04-07,,Fried Green Tomatoes,https://www.imdb.com/title/tt0101921/,movie,7.7,130,1991,Drama,60108,1991-12-27,Jon Avnet
229,tt0101458,2014-04-07,2014-04-07,,Bis ans Ende der Welt,https://www.imdb.com/title/tt0101458/,movie,6.8,158,1991,"Action, Drama, Sci-Fi, Thriller",7835,1991-09-12,Wim Wenders
230,tt0101640,2014-04-07,2014-04-07,,Da hong deng long gao gao gua,https://www.imdb.com/title/tt0101640/,movie,8.2,125,1991,"Drama, History, Romance",24668,1991-09-10,Yimou Zhang
231,tt0107207,2014-04-07,2014-04-07,,In the Name of the Father,https://www.imdb.com/title/tt0107207/,movie,8.1,133,1993,"Biography, Drama",138470,1993-12-12,Jim Sheridan
232,tt0106332,2014-04-07,2014-04-07,,Ba wang bie ji,https://www.imdb.com/title/tt0106332/,movie,8.1,171,1993,"Drama, Music, Romance",21635,1993-01-01,Kaige Chen
233,tt0089886,2014-04-07,2014-04-07,,Real Genius,https://www.imdb.com/title/tt0089886/,movie,7.0,108,1985,"Comedy, Romance, Sci-Fi",27402,1985-08-07,Martha Coolidge
234,tt0087884,2014-04-07,2014-04-07,,"Paris, Texas",https://www.imdb.com/title/tt0087884/,movie,8.1,145,1984,Drama,71888,1984-05-19,Wim Wenders
235,tt0117665,2014-04-07,2014-04-07,,Sleepers,https://www.imdb.com/title/tt0117665/,movie,7.6,147,1996,"Crime, Drama, Thriller",172902,1996-08-28,Barry Levinson
236,tt0110889,2014-04-07,2014-04-07,,Priest,https://www.imdb.com/title/tt0110889/,movie,7.1,105,1994,"Drama, Romance",9075,1994-09-12,Antonia Bird
237,tt0097351,2014-04-07,2014-04-07,,Field of Dreams,https://www.imdb.com/title/tt0097351/,movie,7.5,107,1989,"Drama, Family, Fantasy, Sport",98110,1989-04-21,Phil Alden Robinson
238,tt0083987,2014-04-07,2014-04-07,,Gandhi,https://www.imdb.com/title/tt0083987/,movie,8.1,191,1982,"Biography, Drama, History",204014,1982-11-30,Richard Attenborough
239,tt0073629,2014-04-07,2014-04-07,,The Rocky Horror Picture Show,https://www.imdb.com/title/tt0073629/,movie,7.4,100,1975,"Comedy, Musical",120031,1975-08-14,Jim Sharman
240,tt0091480,2014-04-07,2014-04-07,,Manon des sources,https://www.imdb.com/title/tt0091480/,movie,8.0,113,1986,Drama,18840,1986-11-19,Claude Berri
241,tt0089606,2014-04-07,2014-04-07,,Mitt liv som hund,https://www.imdb.com/title/tt0089606/,movie,7.6,101,1985,"Drama, Comedy",16744,1985-12-12,Lasse Hallström
242,tt0087553,2014-04-07,2014-04-07,,The Killing Fields,https://www.imdb.com/title/tt0087553/,movie,7.9,141,1984,"Biography, Drama, History, War",46926,1984-11-02,Roland Joffé
243,tt0073341,2014-04-07,2014-04-07,,The Man Who Would Be King,https://www.imdb.com/title/tt0073341/,movie,7.9,129,1975,Adventure,40260,1975-11-27,John Huston
244,tt0056923,2014-04-07,2014-04-07,,Charade,https://www.imdb.com/title/tt0056923/,movie,8.0,113,1963,"Comedy, Mystery, Romance, Thriller",58758,1963-12-05,Stanley Donen
245,tt0112697,2014-04-07,2014-04-07,,Clueless,https://www.imdb.com/title/tt0112697/,movie,6.8,97,1995,"Comedy, Romance",152262,1995-07-07,Amy Heckerling
246,tt0088847,2014-04-07,2014-04-07,,The Breakfast Club,https://www.imdb.com/title/tt0088847/,movie,7.9,97,1985,"Comedy, Drama",311707,1985-02-07,John Hughes
247,tt0047296,2014-04-07,2014-04-07,,On the Waterfront,https://www.imdb.com/title/tt0047296/,movie,8.2,108,1954,"Crime, Drama, Thriller",126181,1954-06-22,Elia Kazan
248,tt0105265,2014-04-07,2014-04-07,,A River Runs Through It,https://www.imdb.com/title/tt0105265/,movie,7.3,123,1992,Drama,48205,1992-09-13,Robert Redford
249,tt0108101,2014-04-07,2014-04-07,,Shadowlands,https://www.imdb.com/title/tt0108101/,movie,7.4,131,1993,"Biography, Drama, Romance",15193,1993-12-25,Richard Attenborough
250,tt0049730,2014-04-07,2014-04-07,,The Searchers,https://www.imdb.com/title/tt0049730/,movie,8.0,119,1956,"Adventure, Drama, Western",71817,1956-05-16,John Ford
