Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
146,tt0065214,2014-04-07,2014-04-07,,The Wild Bunch,https://www.imdb.com/title/tt0065214/,movie,8.0,135,1969,"Action, Adventure, Western",70877,1969-06-18,Sam Peckinpah
147,tt0071360,2014-04-07,2014-04-07,,The Conversation,https://www.imdb.com/title/tt0071360/,movie,7.9,113,1974,"Drama, Mystery, Thriller",85866,1974-04-07,Francis Ford Coppola
148,tt0046359,2014-04-07,2014-04-07,,Stalag 17,https://www.imdb.com/title/tt0046359/,movie,8.0,120,1953,"Comedy, Drama, War",47435,1953-05-29,Billy Wilder
149,tt0054997,2014-04-07,2014-04-07,,The Hustler,https://www.imdb.com/title/tt0054997/,movie,8.0,134,1961,"Drama, Sport",69673,1961-09-25,Robert Rossen
150,tt0180093,2014-04-07,2014-04-07,,Requiem for a Dream,https://www.imdb.com/title/tt0180093/,movie,8.3,102,2000,Drama,686010,2000-05-14,Darren Aronofsky
151,tt0088846,2014-04-07,2014-04-07,,Brazil,https://www.imdb.com/title/tt0088846/,movie,8.0,132,1985,"Drama, Sci-Fi",172663,1985-02-20,Terry Gilliam
152,tt0026778,2014-04-07,2014-04-07,,A Night at the Opera,https://www.imdb.com/title/tt0026778/,movie,8.0,96,1935,"Comedy, Music, Musical",28190,1935-11-01,"Sam Wood, Edmund Goulding"
153,tt0091763,2014-04-07,2014-04-07,,Platoon,https://www.imdb.com/title/tt0091763/,movie,8.1,120,1986,"Drama, War",345231,1986-12-19,Oliver Stone
154,tt0119217,2014-04-07,2014-04-07,,Good Will Hunting,https://www.imdb.com/title/tt0119217/,movie,8.3,126,1997,"Drama, Romance",748164,1997-12-02,Gus Van Sant
155,tt0080678,2014-04-07,2014-04-07,,The Elephant Man,https://www.imdb.com/title/tt0080678/,movie,8.2,124,1980,"Biography, Drama",196777,1980-10-02,David Lynch
156,tt0054331,2014-04-07,2014-04-07,,Spartacus,https://www.imdb.com/title/tt0054331/,movie,7.9,197,1960,"Adventure, Biography, Drama, History, War",111412,1960-10-06,Stanley Kubrick
157,tt0087843,2014-04-07,2014-04-07,,Once Upon a Time in America,https://www.imdb.com/title/tt0087843/,movie,8.4,229,1984,"Crime, Drama",270264,1984-05-20,Sergio Leone
158,tt0138097,2014-04-07,2014-04-07,,Shakespeare in Love,https://www.imdb.com/title/tt0138097/,movie,7.1,123,1998,"Comedy, Drama, History, Romance",198359,1998-12-03,John Madden
159,tt0050986,2014-04-07,2014-04-07,,Smultronstället,https://www.imdb.com/title/tt0050986/,movie,8.2,91,1957,"Drama, Romance",82205,1957-12-26,Ingmar Bergman
160,tt0097576,2014-04-07,2014-04-07,,Indiana Jones and the Last Crusade,https://www.imdb.com/title/tt0097576/,movie,8.2,127,1989,"Action, Adventure, Fantasy",619415,1989-05-24,Steven Spielberg
161,tt0120735,2014-04-07,2014-04-07,,"Lock, Stock and Two Smoking Barrels",https://www.imdb.com/title/tt0120735/,movie,8.2,107,1998,"Comedy, Crime",485149,1998-08-23,Guy Ritchie
162,tt0086197,2014-04-07,2014-04-07,,The Right Stuff,https://www.imdb.com/title/tt0086197/,movie,7.9,193,1983,"Adventure, Biography, Drama, History",51231,1983-10-21,Philip Kaufman
163,tt0049406,2014-04-07,2014-04-07,,The Killing,https://www.imdb.com/title/tt0049406/,movie,8.0,84,1956,"Crime, Drama, Film-Noir, Thriller",72088,1956-05-19,Stanley Kubrick
164,tt0109830,2014-04-07,2014-04-07,,Forrest Gump,https://www.imdb.com/title/tt0109830/,movie,8.8,142,1994,"Drama, Romance",1563453,1994-06-23,Robert Zemeckis
165,tt0120255,2014-04-07,2014-04-07,,The Sweet Hereafter,https://www.imdb.com/title/tt0120255/,movie,7.6,112,1997,Drama,29719,1997-05-15,Atom Egoyan
166,tt0097202,2014-04-07,2014-04-07,,Dip huet seung hung,https://www.imdb.com/title/tt0097202/,movie,7.8,111,1989,"Action, Crime, Drama, Thriller",42523,1989-03-24,John Woo
167,tt0013442,2014-04-07,2014-04-07,,"Nosferatu, eine Symphonie des Grauens",https://www.imdb.com/title/tt0013442/,movie,8.0,94,1922,"Fantasy, Horror",79272,1922-02-17,F.W. Murnau
168,tt0120630,2014-04-07,2014-04-07,,Chicken Run,https://www.imdb.com/title/tt0120630/,movie,7.0,84,2000,"Animation, Adventure, Comedy, Drama, Family",160827,2000-06-17,"Peter Lord, Nick Park"
169,tt0032455,2014-04-07,2014-04-07,,Fantasia,https://www.imdb.com/title/tt0032455/,movie,7.8,125,1940,"Animation, Family, Fantasy, Music",80722,1940-11-13,"Ben Sharpsteen, Samuel Armstrong, Hamilton Luske, Paul Satterfield, James Algar, Jim Handley, David Hand, Ford Beebe Jr., Wilfred Jackson, T. Hee, Bill Roberts, Norman Ferguson"
170,tt0070047,2014-04-07,2014-04-07,,The Exorcist,https://www.imdb.com/title/tt0070047/,movie,8.0,122,1973,Horror,324881,1973-12-26,William Friedkin
171,tt0088247,2014-04-07,2014-04-07,,The Terminator,https://www.imdb.com/title/tt0088247/,movie,8.0,107,1984,"Action, Sci-Fi",713721,1984-10-26,James Cameron
172,tt0095953,2014-04-07,2014-04-07,,Rain Man,https://www.imdb.com/title/tt0095953/,movie,8.0,133,1988,Drama,434480,1988-12-12,Barry Levinson
173,tt0088763,2014-04-07,2014-04-07,,Back to the Future,https://www.imdb.com/title/tt0088763/,movie,8.5,116,1985,"Adventure, Comedy, Sci-Fi",909133,1985-07-03,Robert Zemeckis
174,tt0132477,2014-04-07,2014-04-07,,October Sky,https://www.imdb.com/title/tt0132477/,movie,7.8,108,1999,"Biography, Drama, Family",73871,1999-02-19,Joe Johnston
175,tt0120382,2014-04-07,2014-04-07,,The Truman Show,https://www.imdb.com/title/tt0120382/,movie,8.1,103,1998,"Comedy, Drama, Sci-Fi",817853,1998-06-01,Peter Weir
176,tt0171804,2014-04-07,2014-04-07,,Boys Don't Cry,https://www.imdb.com/title/tt0171804/,movie,7.6,118,1999,"Biography, Crime, Drama, Romance",85989,1999-09-02,Kimberly Peirce
177,tt0051201,2014-04-07,2014-04-07,,Witness for the Prosecution,https://www.imdb.com/title/tt0051201/,movie,8.4,116,1957,"Crime, Drama, Mystery, Thriller",88541,1957-12-17,Billy Wilder
178,tt0047528,2014-04-07,2014-04-07,,La strada,https://www.imdb.com/title/tt0047528/,movie,8.1,108,1954,Drama,52310,1954-09-06,Federico Fellini
179,tt0097499,2014-04-07,2014-04-07,,Henry V,https://www.imdb.com/title/tt0097499/,movie,7.6,137,1989,"Action, Biography, Drama, History, Romance, War",26144,1989-10-06,Kenneth Branagh
180,tt0092005,2014-04-07,2014-04-07,,Stand by Me,https://www.imdb.com/title/tt0092005/,movie,8.1,89,1986,"Adventure, Drama",327318,1986-10-27,Rob Reiner
181,tt0140888,2014-04-07,2014-04-07,,Central do Brasil,https://www.imdb.com/title/tt0140888/,movie,8.0,113,1998,Drama,32010,1998-01-16,Walter Salles
182,tt0117951,2014-04-07,2014-04-07,,Trainspotting,https://www.imdb.com/title/tt0117951/,movie,8.2,93,1996,Drama,578998,1996-02-23,Danny Boyle
183,tt0044741,2014-04-07,2014-04-07,,Ikiru,https://www.imdb.com/title/tt0044741/,movie,8.3,143,1952,Drama,57201,1952-10-09,Akira Kurosawa
184,tt0094226,2014-04-07,2014-04-07,,The Untouchables,https://www.imdb.com/title/tt0094226/,movie,7.9,119,1987,"Crime, Drama, Thriller",250848,1987-06-02,Brian De Palma
185,tt0106977,2014-04-07,2014-04-07,,The Fugitive,https://www.imdb.com/title/tt0106977/,movie,7.8,130,1993,"Action, Crime, Drama, Mystery, Thriller",240985,1993-07-29,Andrew Davis
186,tt0079470,2014-04-07,2014-04-07,,Life of Brian,https://www.imdb.com/title/tt0079470/,movie,8.1,94,1979,Comedy,327374,1979-08-17,Terry Jones
187,tt0045061,2014-04-07,2014-04-07,,The Quiet Man,https://www.imdb.com/title/tt0045061/,movie,7.8,129,1952,"Comedy, Drama, Romance",31026,1952-06-06,John Ford
188,tt0101640,2014-04-07,2014-04-07,,Da hong deng long gao gao gua,https://www.imdb.com/title/tt0101640/,movie,8.2,125,1991,"Drama, History, Romance",24668,1991-09-10,Yimou Zhang
189,tt0029843,2014-04-07,2014-04-07,,The Adventures of Robin Hood,https://www.imdb.com/title/tt0029843/,movie,8.0,102,1938,"Action, Adventure, Romance",43256,1938-05-12,"Michael Curtiz, William Keighley"
190,tt0064665,2014-04-07,2014-04-07,,Midnight Cowboy,https://www.imdb.com/title/tt0064665/,movie,7.9,113,1969,Drama,88524,1969-05-25,John Schlesinger
191,tt0249462,2014-04-07,2014-04-07,,Billy Elliot,https://www.imdb.com/title/tt0249462/,movie,7.7,110,2000,"Drama, Music, Romance",112151,2000-05-19,Stephen Daldry
192,tt0037674,2014-04-07,2014-04-07,,Les enfants du paradis,https://www.imdb.com/title/tt0037674/,movie,8.3,189,1945,"Drama, Romance",16502,1945-03-09,Marcel Carné
193,tt0114746,2014-04-07,2014-04-07,,Twelve Monkeys,https://www.imdb.com/title/tt0114746/,movie,8.0,129,1995,"Mystery, Sci-Fi, Thriller",533057,1995-12-08,Terry Gilliam
194,tt0056217,2014-04-07,2014-04-07,,The Man Who Shot Liberty Valance,https://www.imdb.com/title/tt0056217/,movie,8.1,123,1962,"Drama, Western",61509,1962-04-13,John Ford
195,tt0088258,2014-04-07,2014-04-07,,This Is Spinal Tap,https://www.imdb.com/title/tt0088258/,movie,8.0,82,1984,"Comedy, Music",118424,1984-03-02,Rob Reiner
196,tt0036342,2014-04-07,2014-04-07,,Shadow of a Doubt,https://www.imdb.com/title/tt0036342/,movie,7.9,108,1943,Thriller,53085,1943-01-12,Alfred Hitchcock
197,tt0061418,2014-04-07,2014-04-07,,Bonnie and Clyde,https://www.imdb.com/title/tt0061418/,movie,7.9,111,1967,"Action, Biography, Crime, Drama",92018,1967-08-04,Arthur Penn
198,tt0037008,2014-04-07,2014-04-07,,Laura,https://www.imdb.com/title/tt0037008/,movie,8.0,88,1944,"Drama, Film-Noir, Mystery",37626,1944-10-11,Otto Preminger
199,tt0109445,2014-04-07,2014-04-07,,Clerks,https://www.imdb.com/title/tt0109445/,movie,7.8,92,1994,Comedy,199118,1994-01-31,Kevin Smith
200,tt0044008,2014-04-07,2014-04-07,,Scrooge,https://www.imdb.com/title/tt0044008/,movie,8.1,86,1951,"Drama, Fantasy",17922,1951-10-31,Brian Desmond Hurst
201,tt0083987,2014-04-07,2014-04-07,,Gandhi,https://www.imdb.com/title/tt0083987/,movie,8.1,191,1982,"Biography, Drama, History",204014,1982-11-30,Richard Attenborough
202,tt0059026,2014-04-07,2014-04-07,,A Charlie Brown Christmas,https://www.imdb.com/title/tt0059026/,tvShort,8.4,25,1965,"Animation, Short, Comedy, Family",27628,1965-12-09,Bill Melendez
203,tt0101414,2014-04-07,2014-04-07,,Beauty and the Beast,https://www.imdb.com/title/tt0101414/,movie,8.0,84,1991,"Animation, Family, Fantasy, Musical, Romance",380438,1991-09-29,"Kirk Wise, Gary Trousdale"
204,tt0083866,2014-04-07,2014-04-07,,E.T. the Extra-Terrestrial,https://www.imdb.com/title/tt0083866/,movie,7.9,115,1982,"Family, Sci-Fi",330421,1982-05-26,Steven Spielberg
205,tt0146882,2014-04-07,2014-04-07,,High Fidelity,https://www.imdb.com/title/tt0146882/,movie,7.5,113,2000,"Comedy, Drama, Music, Romance",156752,2000-03-17,Stephen Frears
206,tt0074119,2014-04-07,2014-04-07,,All the President's Men,https://www.imdb.com/title/tt0074119/,movie,8.0,138,1976,"Biography, Drama, History, Thriller",89810,1976-04-04,Alan J. Pakula
207,tt0119822,2014-04-07,2014-04-07,,As Good as It Gets,https://www.imdb.com/title/tt0119822/,movie,7.7,139,1997,"Comedy, Drama, Romance",249903,1997-12-06,James L. Brooks
208,tt0105151,2014-04-07,2014-04-07,,The Player,https://www.imdb.com/title/tt0105151/,movie,7.6,124,1992,"Comedy, Crime, Drama, Thriller",48623,1992-04-03,Robert Altman
209,tt0075860,2014-04-07,2014-04-07,,Close Encounters of the Third Kind,https://www.imdb.com/title/tt0075860/,movie,7.7,138,1977,"Drama, Sci-Fi",164340,1977-11-15,Steven Spielberg
210,tt0120188,2014-04-07,2014-04-07,,Three Kings,https://www.imdb.com/title/tt0120188/,movie,7.1,114,1999,"Action, Adventure, Comedy, Drama, War",151063,1999-09-27,David O. Russell
211,tt0031971,2014-04-07,2014-04-07,,Stagecoach,https://www.imdb.com/title/tt0031971/,movie,7.9,96,1939,"Adventure, Drama, Western",37158,1939-02-10,John Ford
212,tt0024216,2014-04-07,2014-04-07,,King Kong,https://www.imdb.com/title/tt0024216/,movie,7.9,100,1933,"Adventure, Horror, Sci-Fi",72657,1933-03-02,"Ernest B. Schoedsack, Merian C. Cooper"
213,tt0078841,2014-04-07,2014-04-07,,Being There,https://www.imdb.com/title/tt0078841/,movie,8.0,130,1979,"Comedy, Drama",59537,1979-12-20,Hal Ashby
214,tt0087553,2014-04-07,2014-04-07,,The Killing Fields,https://www.imdb.com/title/tt0087553/,movie,7.9,141,1984,"Biography, Drama, History, War",46926,1984-11-02,Roland Joffé
215,tt0100150,2014-04-07,2014-04-07,,Miller's Crossing,https://www.imdb.com/title/tt0100150/,movie,7.8,115,1990,"Crime, Drama, Thriller",116513,1990-09-21,"Joel Coen, Ethan Coen"
216,tt0046250,2014-04-07,2014-04-07,,Roman Holiday,https://www.imdb.com/title/tt0046250/,movie,8.1,118,1953,"Comedy, Romance",115744,1953-08-20,William Wyler
217,tt0042546,2014-04-07,2014-04-07,,Harvey,https://www.imdb.com/title/tt0042546/,movie,8.0,104,1950,"Comedy, Drama, Fantasy",49300,1950-12-04,Henry Koster
218,tt0068473,2014-04-07,2014-04-07,,Deliverance,https://www.imdb.com/title/tt0068473/,movie,7.7,109,1972,"Adventure, Drama, Thriller",89535,1972-07-30,John Boorman
219,tt0029583,2014-04-07,2014-04-07,,Snow White and the Seven Dwarfs,https://www.imdb.com/title/tt0029583/,movie,7.6,83,1937,"Animation, Family, Fantasy, Musical, Romance",160306,1937-12-21,"William Cottrell, David Hand, Perce Pearce, Ben Sharpsteen, Wilfred Jackson, Larry Morey"
220,tt0109707,2014-04-07,2014-04-07,,Ed Wood,https://www.imdb.com/title/tt0109707/,movie,7.9,127,1994,"Biography, Comedy, Drama",155608,1994-09-23,Tim Burton
221,tt0071129,2014-04-07,2014-04-07,,Amarcord,https://www.imdb.com/title/tt0071129/,movie,7.9,123,1973,"Comedy, Drama",34890,1973-12-18,Federico Fellini
222,tt0056869,2014-04-07,2014-04-07,,The Birds,https://www.imdb.com/title/tt0056869/,movie,7.7,119,1963,"Drama, Horror, Mystery, Romance",151954,1963-03-28,Alfred Hitchcock
223,tt0026029,2014-04-07,2014-04-07,,The 39 Steps,https://www.imdb.com/title/tt0026029/,movie,7.8,86,1935,"Mystery, Thriller",45930,1935-06-06,Alfred Hitchcock
224,tt0083922,2014-04-07,2014-04-07,,Fanny och Alexander,https://www.imdb.com/title/tt0083922/,movie,8.1,188,1982,Drama,51337,1982-12-17,Ingmar Bergman
225,tt0120324,2014-04-07,2014-04-07,,A Simple Plan,https://www.imdb.com/title/tt0120324/,movie,7.5,121,1998,"Crime, Drama, Thriller",57322,1998-09-12,Sam Raimi
226,tt0150662,2014-04-07,2014-04-07,,Fucking Åmål,https://www.imdb.com/title/tt0150662/,movie,7.6,89,1998,"Comedy, Drama, Romance",46708,1998-10-23,Lukas Moodysson
227,tt0066026,2014-04-07,2014-04-07,,MASH,https://www.imdb.com/title/tt0066026/,movie,7.6,116,1970,"Comedy, Drama, War",62442,1970-01-25,Robert Altman
228,tt0072890,2014-04-07,2014-04-07,,Dog Day Afternoon,https://www.imdb.com/title/tt0072890/,movie,8.0,125,1975,"Biography, Crime, Drama, Thriller",214816,1975-09-20,Sidney Lumet
229,tt0043456,2014-04-07,2014-04-07,,The Day the Earth Stood Still,https://www.imdb.com/title/tt0043456/,movie,7.8,92,1951,"Drama, Sci-Fi",71321,1951-09-18,Robert Wise
230,tt0091288,2014-04-07,2014-04-07,,Jean de Florette,https://www.imdb.com/title/tt0091288/,movie,8.1,120,1986,Drama,22048,1986-08-27,Claude Berri
231,tt0056923,2014-04-07,2014-04-07,,Charade,https://www.imdb.com/title/tt0056923/,movie,8.0,113,1963,"Comedy, Mystery, Romance, Thriller",58758,1963-12-05,Stanley Donen
232,tt0120684,2014-04-07,2014-04-07,,Gods and Monsters,https://www.imdb.com/title/tt0120684/,movie,7.5,105,1998,"Biography, Drama",27132,1998-01-21,Bill Condon
233,tt0056801,2014-04-07,2014-04-07,,8½,https://www.imdb.com/title/tt0056801/,movie,8.1,138,1963,Drama,97713,1963-02-13,Federico Fellini
234,tt0063227,2014-04-07,2014-04-07,,The Lion in Winter,https://www.imdb.com/title/tt0063227/,movie,8.1,134,1968,"Biography, Drama, History",26428,1968-10-30,Anthony Harvey
235,tt0053221,2014-04-07,2014-04-07,,Rio Bravo,https://www.imdb.com/title/tt0053221/,movie,8.0,141,1959,"Action, Drama, Western",49958,1959-03-18,Howard Hawks
236,tt0073341,2014-04-07,2014-04-07,,The Man Who Would Be King,https://www.imdb.com/title/tt0073341/,movie,7.9,129,1975,Adventure,40260,1975-11-27,John Huston
237,tt0025878,2014-04-07,2014-04-07,,The Thin Man,https://www.imdb.com/title/tt0025878/,movie,8.1,91,1934,"Comedy, Crime, Mystery",23722,1934-05-25,W.S. Van Dyke
238,tt0097123,2014-04-07,2014-04-07,,Crimes and Misdemeanors,https://www.imdb.com/title/tt0097123/,movie,8.0,104,1989,"Comedy, Drama",49434,1989-10-13,Woody Allen
239,tt0107048,2014-04-07,2014-04-07,,Groundhog Day,https://www.imdb.com/title/tt0107048/,movie,8.0,101,1993,"Comedy, Fantasy, Romance",530358,1993-02-04,Harold Ramis
240,tt0045793,2014-04-07,2014-04-07,,From Here to Eternity,https://www.imdb.com/title/tt0045793/,movie,7.7,118,1953,"Drama, Romance, War",38809,1953-08-05,Fred Zinnemann
241,tt0048545,2014-04-07,2014-04-07,,Rebel Without a Cause,https://www.imdb.com/title/tt0048545/,movie,7.8,111,1955,Drama,74672,1955-10-26,Nicholas Ray
242,tt0158983,2014-04-07,2014-04-07,,"South Park: Bigger, Longer & Uncut",https://www.imdb.com/title/tt0158983/,movie,7.8,81,1999,"Animation, Comedy, Fantasy, Musical",179698,1999-06-30,Trey Parker
243,tt0139239,2014-04-07,2014-04-07,,Go,https://www.imdb.com/title/tt0139239/,movie,7.3,102,1999,"Comedy, Crime",63452,1999-02-20,Doug Liman
244,tt0095159,2014-04-07,2014-04-07,,A Fish Called Wanda,https://www.imdb.com/title/tt0095159/,movie,7.6,108,1988,"Comedy, Crime",120765,1988-07-07,"Charles Crichton, John Cleese"
245,tt0058385,2014-04-07,2014-04-07,,My Fair Lady,https://www.imdb.com/title/tt0058385/,movie,7.9,170,1964,"Drama, Family, Musical, Romance",78251,1964-10-21,George Cukor
246,tt0107943,2014-04-07,2014-04-07,,The Remains of the Day,https://www.imdb.com/title/tt0107943/,movie,7.9,134,1993,"Drama, Romance",55932,1993-10-25,James Ivory
247,tt0117589,2014-04-07,2014-04-07,,Secrets & Lies,https://www.imdb.com/title/tt0117589/,movie,8.0,136,1996,Drama,33140,1996-05-10,Mike Leigh
248,tt0092593,2014-04-07,2014-04-07,,Au revoir les enfants,https://www.imdb.com/title/tt0092593/,movie,8.0,104,1987,"Drama, War",27719,1987-08-31,Louis Malle
249,tt0074958,2014-04-07,2014-04-07,,Network,https://www.imdb.com/title/tt0074958/,movie,8.1,121,1976,Drama,128370,1976-11-14,Sidney Lumet
250,tt0112818,2014-04-07,2014-04-07,,Dead Man Walking,https://www.imdb.com/title/tt0112818/,movie,7.5,122,1995,"Crime, Drama",81697,1995-12-29,Tim Robbins
