Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
17,tt0102926,2014-04-07,2014-04-07,,The Silence of the Lambs,https://www.imdb.com/title/tt0102926/,movie,8.6,118,1991,"Crime, Drama, Thriller",1100799,1991-01-30,Jonathan Demme
18,tt0119488,2014-04-07,2014-04-07,,L.A. Confidential,https://www.imdb.com/title/tt0119488/,movie,8.3,138,1997,"Crime, Drama, Mystery, Thriller",484631,1997-05-14,Curtis Hanson
19,tt0056592,2014-04-07,2014-04-07,,To Kill a Mockingbird,https://www.imdb.com/title/tt0056592/,movie,8.3,129,1962,"Crime, Drama",265906,1962-12-25,Robert Mulligan
20,tt0050083,2014-04-07,2014-04-07,,12 Angry Men,https://www.imdb.com/title/tt0050083/,movie,8.9,96,1957,Drama,575868,1957-04-10,Sidney Lumet
21,tt0052357,2014-04-07,2014-04-07,,Vertigo,https://www.imdb.com/title/tt0052357/,movie,8.3,128,1958,"Mystery, Romance, Thriller",312247,1958-05-09,Alfred Hitchcock
22,tt0075314,2014-04-07,2014-04-07,,Taxi Driver,https://www.imdb.com/title/tt0075314/,movie,8.3,114,1976,"Crime, Drama",621031,1976-02-07,Martin Scorsese
23,tt0110912,2014-04-07,2014-04-07,,Pulp Fiction,https://www.imdb.com/title/tt0110912/,movie,8.9,154,1994,"Crime, Drama",1597747,1994-05-21,Quentin Tarantino
24,tt0099685,2014-04-07,2014-04-07,,Goodfellas,https://www.imdb.com/title/tt0099685/,movie,8.7,146,1990,"Crime, Drama",882293,1990-09-09,Martin Scorsese
25,tt0056172,2014-04-07,2014-04-07,,Lawrence of Arabia,https://www.imdb.com/title/tt0056172/,movie,8.3,216,1962,"Adventure, Biography, Drama, History, War",236382,1962-12-10,David Lean
26,tt0038650,2014-04-07,2014-04-07,,It's a Wonderful Life,https://www.imdb.com/title/tt0038650/,movie,8.6,130,1946,"Drama, Family, Fantasy",348229,1946-12-20,Frank Capra
27,tt0033870,2014-04-07,2014-04-07,,The Maltese Falcon,https://www.imdb.com/title/tt0033870/,movie,8.1,100,1941,"Film-Noir, Mystery",137971,1941-10-03,John Huston
28,tt0120382,2014-04-07,2014-04-07,,The Truman Show,https://www.imdb.com/title/tt0120382/,movie,8.1,103,1998,"Comedy, Drama, Sci-Fi",817853,1998-06-01,Peter Weir
29,tt0081398,2014-04-07,2014-04-07,,Raging Bull,https://www.imdb.com/title/tt0081398/,movie,8.2,129,1980,"Biography, Drama, Sport",281818,1980-11-13,Martin Scorsese
30,tt0032138,2014-04-07,2014-04-07,,The Wizard of Oz,https://www.imdb.com/title/tt0032138/,movie,8.0,102,1939,"Adventure, Family, Fantasy, Musical",345590,1939-08-11,"Mervyn LeRoy, George Cukor, Norman Taurog, King Vidor, Victor Fleming"
31,tt0050212,2014-04-07,2014-04-07,,The Bridge on the River Kwai,https://www.imdb.com/title/tt0050212/,movie,8.2,161,1957,"Adventure, Drama, War",182835,1957-10-02,David Lean
32,tt0071853,2014-04-07,2014-04-07,,Monty Python and the Holy Grail,https://www.imdb.com/title/tt0071853/,movie,8.3,91,1975,"Adventure, Comedy, Fantasy",451650,1975-03-14,"Terry Jones, Terry Gilliam"
33,tt0070735,2014-04-07,2014-04-07,,The Sting,https://www.imdb.com/title/tt0070735/,movie,8.3,129,1973,"Comedy, Crime, Drama",214559,1973-12-25,George Roy Hill
34,tt0108598,2014-04-07,2014-04-07,,The Wrong Trousers,https://www.imdb.com/title/tt0108598/,short,8.3,30,1993,"Animation, Short, Comedy, Crime, Family, Sci-Fi",46476,1993-09-04,Nick Park
35,tt0078788,2014-04-07,2014-04-07,,Apocalypse Now,https://www.imdb.com/title/tt0078788/,movie,8.5,147,1979,"Drama, War",535853,1979-05-19,Francis Ford Coppola
36,tt0119217,2014-04-07,2014-04-07,,Good Will Hunting,https://www.imdb.com/title/tt0119217/,movie,8.3,126,1997,"Drama, Romance",748164,1997-12-02,Gus Van Sant
37,tt0047478,2014-04-07,2014-04-07,,Shichinin no samurai,https://www.imdb.com/title/tt0047478/,movie,8.7,207,1954,"Adventure, Drama",276632,1954-04-26,Akira Kurosawa
38,tt0083658,2014-04-07,2014-04-07,,Blade Runner,https://www.imdb.com/title/tt0083658/,movie,8.2,117,1982,"Sci-Fi, Thriller",613993,1982-06-25,Ridley Scott
39,tt0071315,2014-04-07,2014-04-07,,Chinatown,https://www.imdb.com/title/tt0071315/,movie,8.2,130,1974,"Drama, Mystery, Thriller",260693,1974-06-20,Roman Polanski
40,tt0045152,2014-04-07,2014-04-07,,Singin' in the Rain,https://www.imdb.com/title/tt0045152/,movie,8.3,103,1952,"Comedy, Musical, Romance",191292,1952-03-27,"Gene Kelly, Stanley Donen"
41,tt0086190,2014-04-07,2014-04-07,,Star Wars: Episode VI - Return of the Jedi,https://www.imdb.com/title/tt0086190/,movie,8.3,131,1983,"Action, Adventure, Fantasy, Sci-Fi",842022,1983-05-25,Richard Marquand
42,tt0097441,2014-04-07,2014-04-07,,Glory,https://www.imdb.com/title/tt0097441/,movie,7.9,122,1989,"Biography, Drama, History, War",111869,1989-12-15,Edward Zwick
43,tt0041959,2014-04-07,2014-04-07,,The Third Man,https://www.imdb.com/title/tt0041959/,movie,8.2,104,1949,"Film-Noir, Mystery, Thriller",140587,1949-09-01,Carol Reed
44,tt0078748,2014-04-07,2014-04-07,,Alien,https://www.imdb.com/title/tt0078748/,movie,8.5,116,1979,"Horror, Sci-Fi",696338,1979-05-25,Ridley Scott
45,tt0086879,2014-04-07,2014-04-07,,Amadeus,https://www.imdb.com/title/tt0086879/,movie,8.3,160,1984,"Biography, Drama, History, Music",329256,1984-09-06,Milos Forman
46,tt0043265,2014-04-07,2014-04-07,,The African Queen,https://www.imdb.com/title/tt0043265/,movie,7.9,105,1951,"Adventure, Drama, Romance, War",65576,1951-12-26,John Huston
47,tt0082096,2014-04-07,2014-04-07,,Das Boot,https://www.imdb.com/title/tt0082096/,movie,8.4,149,1981,"Adventure, Drama, Thriller, War",204435,1981-09-17,Wolfgang Petersen
48,tt0093779,2014-04-07,2014-04-07,,The Princess Bride,https://www.imdb.com/title/tt0093779/,movie,8.1,98,1987,"Adventure, Family, Fantasy, Romance",350661,1987-09-18,Rob Reiner
49,tt0112573,2014-04-07,2014-04-07,,Braveheart,https://www.imdb.com/title/tt0112573/,movie,8.4,178,1995,"Biography, Drama, History, War",875528,1995-05-18,Mel Gibson
50,tt0105236,2014-04-07,2014-04-07,,Reservoir Dogs,https://www.imdb.com/title/tt0105236/,movie,8.3,99,1992,"Crime, Drama, Thriller",803269,1992-01-21,Quentin Tarantino
51,tt0057115,2014-04-07,2014-04-07,,The Great Escape,https://www.imdb.com/title/tt0057115/,movie,8.2,172,1963,"Adventure, Drama, History, Thriller, War",201286,1963-06-20,John Sturges
52,tt0053291,2014-04-07,2014-04-07,,Some Like It Hot,https://www.imdb.com/title/tt0053291/,movie,8.2,121,1959,"Comedy, Romance",215036,1959-03-19,Billy Wilder
53,tt0090605,2014-04-07,2014-04-07,,Aliens,https://www.imdb.com/title/tt0090605/,movie,8.4,137,1986,"Action, Adventure, Sci-Fi, Thriller",588032,1986-07-14,James Cameron
54,tt0062622,2014-04-07,2014-04-07,,2001: A Space Odyssey,https://www.imdb.com/title/tt0062622/,movie,8.3,149,1968,"Adventure, Sci-Fi",528599,1968-04-02,Stanley Kubrick
55,tt0089881,2014-04-07,2014-04-07,,Ran,https://www.imdb.com/title/tt0089881/,movie,8.2,162,1985,"Action, Drama",97586,1985-05-25,Akira Kurosawa
56,tt0040897,2014-04-07,2014-04-07,,The Treasure of the Sierra Madre,https://www.imdb.com/title/tt0040897/,movie,8.2,126,1948,"Adventure, Drama, Western",99618,1948-01-15,John Huston
57,tt0110413,2014-04-07,2014-04-07,,Léon,https://www.imdb.com/title/tt0110413/,movie,8.6,110,1994,"Crime, Drama, Thriller",899530,1994-09-14,Luc Besson
58,tt0056218,2014-04-07,2014-04-07,,The Manchurian Candidate,https://www.imdb.com/title/tt0056218/,movie,8.0,126,1962,"Drama, Thriller",66909,1962-10-24,John Frankenheimer
59,tt0116282,2014-04-07,2014-04-07,,Fargo,https://www.imdb.com/title/tt0116282/,movie,8.1,98,1996,"Crime, Drama, Thriller",550287,1996-03-08,"Joel Coen, Ethan Coen"
60,tt0119822,2014-04-07,2014-04-07,,As Good as It Gets,https://www.imdb.com/title/tt0119822/,movie,7.7,139,1997,"Comedy, Drama, Romance",249903,1997-12-06,James L. Brooks
61,tt0031679,2014-04-07,2014-04-07,,Mr. Smith Goes to Washington,https://www.imdb.com/title/tt0031679/,movie,8.2,129,1939,"Comedy, Drama",96479,1939-10-17,Frank Capra
62,tt0060196,2014-04-07,2014-04-07,,"Il buono, il brutto, il cattivo",https://www.imdb.com/title/tt0060196/,movie,8.9,161,1966,Western,606963,1966-12-23,Sergio Leone
63,tt0036775,2014-04-07,2014-04-07,,Double Indemnity,https://www.imdb.com/title/tt0036775/,movie,8.3,107,1944,"Crime, Drama, Film-Noir, Mystery, Thriller",124086,1944-07-03,Billy Wilder
64,tt0022100,2014-04-07,2014-04-07,,M - Eine Stadt sucht einen Mörder,https://www.imdb.com/title/tt0022100/,movie,8.3,117,1931,"Crime, Mystery, Thriller",124191,1931-05-11,Fritz Lang
65,tt0066921,2014-04-07,2014-04-07,,A Clockwork Orange,https://www.imdb.com/title/tt0066921/,movie,8.3,136,1971,"Crime, Drama, Sci-Fi",673099,1971-12-19,Stanley Kubrick
66,tt0061722,2014-04-07,2014-04-07,,The Graduate,https://www.imdb.com/title/tt0061722/,movie,8.0,106,1967,"Comedy, Drama, Romance",234379,1967-12-21,Mike Nichols
67,tt0106977,2014-04-07,2014-04-07,,The Fugitive,https://www.imdb.com/title/tt0106977/,movie,7.8,130,1993,"Action, Crime, Drama, Mystery, Thriller",240985,1993-07-29,Andrew Davis
68,tt0027977,2014-04-07,2014-04-07,,Modern Times,https://www.imdb.com/title/tt0027977/,movie,8.5,87,1936,"Comedy, Drama, Family, Romance",184557,1936-02-05,Charles Chaplin
69,tt0023969,2014-04-07,2014-04-07,,Duck Soup,https://www.imdb.com/title/tt0023969/,movie,8.0,68,1933,"Comedy, Musical, War",51640,1933-11-12,Leo McCarey
70,tt0042876,2014-04-07,2014-04-07,,Rashômon,https://www.imdb.com/title/tt0042876/,movie,8.3,88,1950,"Crime, Drama, Mystery",130495,1950-08-26,Akira Kurosawa
71,tt0075686,2014-04-07,2014-04-07,,Annie Hall,https://www.imdb.com/title/tt0075686/,movie,8.0,93,1977,"Comedy, Romance",233182,1977-03-27,Woody Allen
72,tt0077416,2014-04-07,2014-04-07,,The Deer Hunter,https://www.imdb.com/title/tt0077416/,movie,8.1,183,1978,"Drama, War",279281,1978-12-08,Michael Cimino
73,tt0085334,2014-04-07,2014-04-07,,A Christmas Story,https://www.imdb.com/title/tt0085334/,movie,8.0,94,1983,"Comedy, Family",121260,1983-11-18,Bob Clark
74,tt0079522,2014-04-07,2014-04-07,,Manhattan,https://www.imdb.com/title/tt0079522/,movie,8.0,96,1979,"Comedy, Drama, Romance",119894,1979-04-18,Woody Allen
75,tt0064115,2014-04-07,2014-04-07,,Butch Cassidy and the Sundance Kid,https://www.imdb.com/title/tt0064115/,movie,8.1,110,1969,"Biography, Crime, Drama, Western",183683,1969-09-23,George Roy Hill
76,tt0061512,2014-04-07,2014-04-07,,Cool Hand Luke,https://www.imdb.com/title/tt0061512/,movie,8.1,126,1967,"Crime, Drama",145281,1967-11-01,Stuart Rosenberg
77,tt0038787,2014-04-07,2014-04-07,,Notorious,https://www.imdb.com/title/tt0038787/,movie,8.0,102,1946,"Drama, Film-Noir, Romance, Thriller",83733,1946-08-15,Alfred Hitchcock
78,tt0052618,2014-04-07,2014-04-07,,Ben-Hur,https://www.imdb.com/title/tt0052618/,movie,8.1,212,1959,"Adventure, Drama, History",197671,1959-11-18,William Wyler
79,tt0044079,2014-04-07,2014-04-07,,Strangers on a Train,https://www.imdb.com/title/tt0044079/,movie,8.0,101,1951,"Crime, Film-Noir, Thriller",112197,1951-06-30,Alfred Hitchcock
80,tt0032976,2014-04-07,2014-04-07,,Rebecca,https://www.imdb.com/title/tt0032976/,movie,8.1,130,1940,"Drama, Mystery, Romance, Thriller",108733,1940-03-21,Alfred Hitchcock
81,tt0032904,2014-04-07,2014-04-07,,The Philadelphia Story,https://www.imdb.com/title/tt0032904/,movie,8.0,112,1940,"Comedy, Romance",57530,1940-12-05,George Cukor
82,tt0093058,2014-04-07,2014-04-07,,Full Metal Jacket,https://www.imdb.com/title/tt0093058/,movie,8.3,116,1987,"Drama, War",594607,1987-06-17,Stanley Kubrick
83,tt0097499,2014-04-07,2014-04-07,,Henry V,https://www.imdb.com/title/tt0097499/,movie,7.6,137,1989,"Action, Biography, Drama, History, Romance, War",26144,1989-10-06,Kenneth Branagh
84,tt0036613,2014-04-07,2014-04-07,,Arsenic and Old Lace,https://www.imdb.com/title/tt0036613/,movie,8.0,118,1944,"Comedy, Crime, Thriller",60804,1944-09-01,Frank Capra
85,tt0081505,2014-04-07,2014-04-07,,The Shining,https://www.imdb.com/title/tt0081505/,movie,8.4,146,1980,"Drama, Horror",759600,1980-05-23,Stanley Kubrick
86,tt0052311,2014-04-07,2014-04-07,,Touch of Evil,https://www.imdb.com/title/tt0052311/,movie,8.0,95,1958,"Crime, Drama, Film-Noir, Thriller",91572,1958-02-28,Orson Welles
87,tt0117666,2014-04-07,2014-04-07,,Sling Blade,https://www.imdb.com/title/tt0117666/,movie,8.0,135,1996,Drama,80529,1996-08-30,Billy Bob Thornton
88,tt0047296,2014-04-07,2014-04-07,,On the Waterfront,https://www.imdb.com/title/tt0047296/,movie,8.2,108,1954,"Crime, Drama, Thriller",126181,1954-06-22,Elia Kazan
89,tt0044706,2014-04-07,2014-04-07,,High Noon,https://www.imdb.com/title/tt0044706/,movie,8.0,85,1952,"Action, Drama, Thriller, Western",89138,1952-05-01,Fred Zinnemann
90,tt0038355,2014-04-07,2014-04-07,,The Big Sleep,https://www.imdb.com/title/tt0038355/,movie,8.0,114,1946,"Crime, Film-Noir, Mystery, Thriller",72486,1946-08-22,Howard Hawks
91,tt0083987,2014-04-07,2014-04-07,,Gandhi,https://www.imdb.com/title/tt0083987/,movie,8.1,191,1982,"Biography, Drama, History",204014,1982-11-30,Richard Attenborough
92,tt0015864,2014-04-07,2014-04-07,,The Gold Rush,https://www.imdb.com/title/tt0015864/,movie,8.2,95,1925,"Adventure, Comedy, Drama, Family",87524,1925-06-26,Charles Chaplin
93,tt0095765,2014-04-07,2014-04-07,,Nuovo Cinema Paradiso,https://www.imdb.com/title/tt0095765/,movie,8.5,155,1988,Drama,195452,1988-09-29,Giuseppe Tornatore
94,tt0114369,2014-04-07,2014-04-07,,Se7en,https://www.imdb.com/title/tt0114369/,movie,8.6,127,1995,"Crime, Drama, Mystery, Thriller",1252471,1995-09-15,David Fincher
95,tt0092005,2014-04-07,2014-04-07,,Stand by Me,https://www.imdb.com/title/tt0092005/,movie,8.1,89,1986,"Adventure, Drama",327318,1986-10-27,Rob Reiner
96,tt0097576,2014-04-07,2014-04-07,,Indiana Jones and the Last Crusade,https://www.imdb.com/title/tt0097576/,movie,8.2,127,1989,"Action, Adventure, Fantasy",619415,1989-05-24,Steven Spielberg
97,tt0112818,2014-04-07,2014-04-07,,Dead Man Walking,https://www.imdb.com/title/tt0112818/,movie,7.5,122,1995,"Crime, Drama",81697,1995-12-29,Tim Robbins
98,tt0032553,2014-04-07,2014-04-07,,The Great Dictator,https://www.imdb.com/title/tt0032553/,movie,8.5,125,1940,"Comedy, Drama, War",175465,1940-10-15,Charles Chaplin
99,tt0088846,2014-04-07,2014-04-07,,Brazil,https://www.imdb.com/title/tt0088846/,movie,8.0,132,1985,"Drama, Sci-Fi",172663,1985-02-20,Terry Gilliam
100,tt0042192,2014-04-07,2014-04-07,,All About Eve,https://www.imdb.com/title/tt0042192/,movie,8.3,138,1950,Drama,105086,1950-10-13,Joseph L. Mankiewicz
101,tt0066206,2014-04-07,2014-04-07,,Patton,https://www.imdb.com/title/tt0066206/,movie,8.0,172,1970,"Biography, Drama, War",86800,1970-02-04,Franklin J. Schaffner
102,tt0029947,2014-04-07,2014-04-07,,Bringing Up Baby,https://www.imdb.com/title/tt0029947/,movie,8.0,102,1938,"Comedy, Family, Romance",50283,1938-02-16,Howard Hawks
103,tt0107207,2014-04-07,2014-04-07,,In the Name of the Father,https://www.imdb.com/title/tt0107207/,movie,8.1,133,1993,"Biography, Drama",138470,1993-12-12,Jim Sheridan
104,tt0017136,2014-04-07,2014-04-07,,Metropolis,https://www.imdb.com/title/tt0017136/,movie,8.3,153,1927,"Drama, Sci-Fi",139684,1927-01-10,Fritz Lang
105,tt0095953,2014-04-07,2014-04-07,,Rain Man,https://www.imdb.com/title/tt0095953/,movie,8.0,133,1988,Drama,434480,1988-12-12,Barry Levinson
106,tt0112691,2014-04-07,2014-04-07,,A Close Shave,https://www.imdb.com/title/tt0112691/,short,8.2,30,1995,"Animation, Short, Comedy, Crime, Family",35056,1995-12-24,Nick Park
107,tt0120255,2014-04-07,2014-04-07,,The Sweet Hereafter,https://www.imdb.com/title/tt0120255/,movie,7.6,112,1997,Drama,29719,1997-05-15,Atom Egoyan
108,tt0095016,2014-04-07,2014-04-07,,Die Hard,https://www.imdb.com/title/tt0095016/,movie,8.2,132,1988,"Action, Thriller",706811,1988-07-12,John McTiernan
109,tt0050825,2014-04-07,2014-04-07,,Paths of Glory,https://www.imdb.com/title/tt0050825/,movie,8.4,88,1957,"Drama, War",151956,1957-11-01,Stanley Kubrick
110,tt0071360,2014-04-07,2014-04-07,,The Conversation,https://www.imdb.com/title/tt0071360/,movie,7.9,113,1974,"Drama, Mystery, Thriller",85866,1974-04-07,Francis Ford Coppola
111,tt0072431,2014-04-07,2014-04-07,,Young Frankenstein,https://www.imdb.com/title/tt0072431/,movie,8.0,106,1974,Comedy,131284,1974-12-15,Mel Brooks
112,tt0073195,2014-04-07,2014-04-07,,Jaws,https://www.imdb.com/title/tt0073195/,movie,8.0,124,1975,"Adventure, Drama, Thriller",499337,1975-06-20,Steven Spielberg
113,tt0050976,2014-04-07,2014-04-07,,Det sjunde inseglet,https://www.imdb.com/title/tt0050976/,movie,8.2,96,1957,"Drama, Fantasy",140164,1957-02-16,Ingmar Bergman
114,tt0087553,2014-04-07,2014-04-07,,The Killing Fields,https://www.imdb.com/title/tt0087553/,movie,7.9,141,1984,"Biography, Drama, History, War",46926,1984-11-02,Roland Joffé
115,tt0097165,2014-04-07,2014-04-07,,Dead Poets Society,https://www.imdb.com/title/tt0097165/,movie,8.1,128,1989,"Comedy, Drama",357240,1989-06-02,Peter Weir
116,tt0110005,2014-04-07,2014-04-07,,Heavenly Creatures,https://www.imdb.com/title/tt0110005/,movie,7.4,99,1994,"Biography, Crime, Drama, Thriller",55411,1994-09-08,Peter Jackson
117,tt0025316,2014-04-07,2014-04-07,,It Happened One Night,https://www.imdb.com/title/tt0025316/,movie,8.1,105,1934,"Comedy, Romance",83001,1934-02-22,Frank Capra
118,tt0086197,2014-04-07,2014-04-07,,The Right Stuff,https://www.imdb.com/title/tt0086197/,movie,7.9,193,1983,"Adventure, Biography, Drama, History",51231,1983-10-21,Philip Kaufman
119,tt0103064,2014-04-07,2014-04-07,,Terminator 2: Judgment Day,https://www.imdb.com/title/tt0103064/,movie,8.5,137,1991,"Action, Sci-Fi",886452,1991-07-01,James Cameron
120,tt0091763,2014-04-07,2014-04-07,,Platoon,https://www.imdb.com/title/tt0091763/,movie,8.1,120,1986,"Drama, War",345231,1986-12-19,Oliver Stone
121,tt0043014,2014-04-07,2014-04-07,,Sunset Blvd.,https://www.imdb.com/title/tt0043014/,movie,8.4,110,1950,"Drama, Film-Noir",174461,1950-08-10,Billy Wilder
122,tt0101700,2014-04-07,2014-04-07,,Delicatessen,https://www.imdb.com/title/tt0101700/,movie,7.7,99,1991,"Comedy, Crime",74151,1991-04-17,"Marc Caro, Jean-Pierre Jeunet"
123,tt0097202,2014-04-07,2014-04-07,,Dip huet seung hung,https://www.imdb.com/title/tt0097202/,movie,7.8,111,1989,"Action, Crime, Drama, Thriller",42523,1989-03-24,John Woo
124,tt0079470,2014-04-07,2014-04-07,,Life of Brian,https://www.imdb.com/title/tt0079470/,movie,8.1,94,1979,Comedy,327374,1979-08-17,Terry Jones
125,tt0053604,2014-04-07,2014-04-07,,The Apartment,https://www.imdb.com/title/tt0053604/,movie,8.3,125,1960,"Comedy, Drama, Romance",139629,1960-06-15,Billy Wilder
126,tt0109445,2014-04-07,2014-04-07,,Clerks,https://www.imdb.com/title/tt0109445/,movie,7.8,92,1994,Comedy,199118,1994-01-31,Kevin Smith
127,tt0114709,2014-04-07,2014-04-07,,Toy Story,https://www.imdb.com/title/tt0114709/,movie,8.3,81,1995,"Animation, Adventure, Comedy, Family, Fantasy",771052,1995-11-19,John Lasseter
128,tt0088247,2014-04-07,2014-04-07,,The Terminator,https://www.imdb.com/title/tt0088247/,movie,8.0,107,1984,"Action, Sci-Fi",713721,1984-10-26,James Cameron
129,tt0118884,2014-04-07,2014-04-07,,Contact,https://www.imdb.com/title/tt0118884/,movie,7.4,150,1997,"Drama, Mystery, Sci-Fi, Thriller",231771,1997-07-11,Robert Zemeckis
130,tt0117589,2014-04-07,2014-04-07,,Secrets & Lies,https://www.imdb.com/title/tt0117589/,movie,8.0,136,1996,Drama,33140,1996-05-10,Mike Leigh
131,tt0043456,2014-04-07,2014-04-07,,The Day the Earth Stood Still,https://www.imdb.com/title/tt0043456/,movie,7.8,92,1951,"Drama, Sci-Fi",71321,1951-09-18,Robert Wise
132,tt0107616,2014-04-07,2014-04-07,,Much Ado About Nothing,https://www.imdb.com/title/tt0107616/,movie,7.4,111,1993,"Comedy, Drama, Romance",41587,1993-05-06,Kenneth Branagh
133,tt0049730,2014-04-07,2014-04-07,,The Searchers,https://www.imdb.com/title/tt0049730/,movie,8.0,119,1956,"Adventure, Drama, Western",71817,1956-05-16,John Ford
134,tt0105695,2014-04-07,2014-04-07,,Unforgiven,https://www.imdb.com/title/tt0105695/,movie,8.2,130,1992,"Drama, Western",333653,1992-08-03,Clint Eastwood
135,tt0107943,2014-04-07,2014-04-07,,The Remains of the Day,https://www.imdb.com/title/tt0107943/,movie,7.9,134,1993,"Drama, Romance",55932,1993-10-25,James Ivory
136,tt0046250,2014-04-07,2014-04-07,,Roman Holiday,https://www.imdb.com/title/tt0046250/,movie,8.1,118,1953,"Comedy, Romance",115744,1953-08-20,William Wyler
137,tt0056801,2014-04-07,2014-04-07,,8½,https://www.imdb.com/title/tt0056801/,movie,8.1,138,1963,Drama,97713,1963-02-13,Federico Fellini
138,tt0031381,2014-04-07,2014-04-07,,Gone with the Wind,https://www.imdb.com/title/tt0031381/,movie,8.2,238,1939,"Drama, History, Romance, War",259158,1939-12-15,"Sam Wood, George Cukor, Victor Fleming"
139,tt0058385,2014-04-07,2014-04-07,,My Fair Lady,https://www.imdb.com/title/tt0058385/,movie,7.9,170,1964,"Drama, Family, Musical, Romance",78251,1964-10-21,George Cukor
140,tt0032455,2014-04-07,2014-04-07,,Fantasia,https://www.imdb.com/title/tt0032455/,movie,7.8,125,1940,"Animation, Family, Fantasy, Music",80722,1940-11-13,"Ben Sharpsteen, Samuel Armstrong, Hamilton Luske, Paul Satterfield, James Algar, Jim Handley, Ford Beebe Jr., David Hand, Wilfred Jackson, T. Hee, Bill Roberts, Norman Ferguson"
141,tt0111495,2014-04-07,2014-04-07,,Trois couleurs: Rouge,https://www.imdb.com/title/tt0111495/,movie,8.1,99,1994,"Drama, Mystery, Romance",77808,1994-05-16,Krzysztof Kieslowski
142,tt0064116,2014-04-07,2014-04-07,,C'era una volta il West,https://www.imdb.com/title/tt0064116/,movie,8.5,165,1968,Western,264984,1968-12-20,Sergio Leone
143,tt0087843,2014-04-07,2014-04-07,,Once Upon a Time in America,https://www.imdb.com/title/tt0087843/,movie,8.4,229,1984,"Crime, Drama",270264,1984-05-20,Sergio Leone
144,tt0054331,2014-04-07,2014-04-07,,Spartacus,https://www.imdb.com/title/tt0054331/,movie,7.9,197,1960,"Adventure, Biography, Drama, History, War",111412,1960-10-06,Stanley Kubrick
145,tt0129387,2014-04-07,2014-04-07,,There's Something About Mary,https://www.imdb.com/title/tt0129387/,movie,7.1,119,1998,"Comedy, Romance",271557,1998-07-15,"Bobby Farrelly, Peter Farrelly"
