Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
146,tt0044081,2014-04-07,2014-04-07,,A Streetcar Named Desire,https://www.imdb.com/title/tt0044081/,movie,8.0,122,1951,Drama,90009,1951-09-09,Elia Kazan
147,tt0094226,2014-04-07,2014-04-07,,The Untouchables,https://www.imdb.com/title/tt0094226/,movie,7.9,119,1987,"Crime, Drama, Thriller",250848,1987-06-02,Brian De Palma
148,tt0108394,2014-04-07,2014-04-07,,Trois couleurs: Bleu,https://www.imdb.com/title/tt0108394/,movie,8.0,98,1993,"Drama, Music, Mystery, Romance",76087,1993-09-03,Krzysztof Kieslowski
149,tt0100150,2014-04-07,2014-04-07,,Miller's Crossing,https://www.imdb.com/title/tt0100150/,movie,7.8,115,1990,"Crime, Drama, Thriller",116513,1990-09-21,"Joel Coen, Ethan Coen"
150,tt0120789,2014-04-07,2014-04-07,,Pleasantville,https://www.imdb.com/title/tt0120789/,movie,7.5,124,1998,"Comedy, Drama, Fantasy",113273,1998-09-17,Gary Ross
151,tt0116905,2014-04-07,2014-04-07,,Lone Star,https://www.imdb.com/title/tt0116905/,movie,7.5,135,1996,"Drama, Mystery",25821,1996-05-10,John Sayles
152,tt0066026,2014-04-07,2014-04-07,,MASH,https://www.imdb.com/title/tt0066026/,movie,7.6,116,1970,"Comedy, Drama, War",62442,1970-01-25,Robert Altman
153,tt0120176,2014-04-07,2014-04-07,,The Spanish Prisoner,https://www.imdb.com/title/tt0120176/,movie,7.3,110,1997,"Drama, Mystery, Thriller",20262,1997-09-08,David Mamet
154,tt0109830,2014-04-07,2014-04-07,,Forrest Gump,https://www.imdb.com/title/tt0109830/,movie,8.8,142,1994,"Drama, Romance",1563453,1994-06-23,Robert Zemeckis
155,tt0088763,2014-04-07,2014-04-07,,Back to the Future,https://www.imdb.com/title/tt0088763/,movie,8.5,116,1985,"Adventure, Comedy, Sci-Fi",909133,1985-07-03,Robert Zemeckis
156,tt0119164,2014-04-07,2014-04-07,,The Full Monty,https://www.imdb.com/title/tt0119164/,movie,7.2,91,1997,"Comedy, Drama",91412,1997-08-13,Peter Cattaneo
157,tt0100263,2014-04-07,2014-04-07,,Nikita,https://www.imdb.com/title/tt0100263/,movie,7.4,117,1990,"Action, Thriller",61877,1990-02-21,Luc Besson
158,tt0051201,2014-04-07,2014-04-07,,Witness for the Prosecution,https://www.imdb.com/title/tt0051201/,movie,8.4,116,1957,"Crime, Drama, Mystery, Thriller",88541,1957-12-17,Billy Wilder
159,tt0097123,2014-04-07,2014-04-07,,Crimes and Misdemeanors,https://www.imdb.com/title/tt0097123/,movie,8.0,104,1989,"Comedy, Drama",49434,1989-10-13,Woody Allen
160,tt0088258,2014-04-07,2014-04-07,,This Is Spinal Tap,https://www.imdb.com/title/tt0088258/,movie,8.0,82,1984,"Comedy, Music",118424,1984-03-02,Rob Reiner
161,tt0072890,2014-04-07,2014-04-07,,Dog Day Afternoon,https://www.imdb.com/title/tt0072890/,movie,8.0,125,1975,"Biography, Crime, Drama, Thriller",214816,1975-09-20,Sidney Lumet
162,tt0101414,2014-04-07,2014-04-07,,Beauty and the Beast,https://www.imdb.com/title/tt0101414/,movie,8.0,84,1991,"Animation, Family, Fantasy, Musical, Romance",380438,1991-09-29,"Kirk Wise, Gary Trousdale"
163,tt0070511,2014-04-07,2014-04-07,,Papillon,https://www.imdb.com/title/tt0070511/,movie,8.0,151,1973,"Biography, Crime, Drama",110728,1973-12-16,Franklin J. Schaffner
164,tt0054698,2014-04-07,2014-04-07,,Breakfast at Tiffany's,https://www.imdb.com/title/tt0054698/,movie,7.7,115,1961,"Comedy, Drama, Romance",148588,1961-10-05,Blake Edwards
165,tt0056869,2014-04-07,2014-04-07,,The Birds,https://www.imdb.com/title/tt0056869/,movie,7.7,119,1963,"Drama, Horror, Mystery, Romance",151954,1963-03-28,Alfred Hitchcock
166,tt0080678,2014-04-07,2014-04-07,,The Elephant Man,https://www.imdb.com/title/tt0080678/,movie,8.2,124,1980,"Biography, Drama",196777,1980-10-02,David Lynch
167,tt0048545,2014-04-07,2014-04-07,,Rebel Without a Cause,https://www.imdb.com/title/tt0048545/,movie,7.8,111,1955,Drama,74672,1955-10-26,Nicholas Ray
168,tt0110729,2014-04-07,2014-04-07,,Once Were Warriors,https://www.imdb.com/title/tt0110729/,movie,7.9,102,1994,"Crime, Drama",28881,1994-09-02,Lee Tamahori
169,tt0059113,2014-04-07,2014-04-07,,Doctor Zhivago,https://www.imdb.com/title/tt0059113/,movie,8.0,197,1965,"Drama, Romance, War",63317,1965-12-22,David Lean
170,tt0078841,2014-04-07,2014-04-07,,Being There,https://www.imdb.com/title/tt0078841/,movie,8.0,130,1979,"Comedy, Drama",59537,1979-12-20,Hal Ashby
171,tt0095159,2014-04-07,2014-04-07,,A Fish Called Wanda,https://www.imdb.com/title/tt0095159/,movie,7.6,108,1988,"Comedy, Crime",120765,1988-07-07,"Charles Crichton, John Cleese"
172,tt0065988,2014-04-07,2014-04-07,,Little Big Man,https://www.imdb.com/title/tt0065988/,movie,7.6,139,1970,"Adventure, Comedy, Drama, Western",30085,1970-12-14,Arthur Penn
173,tt0105151,2014-04-07,2014-04-07,,The Player,https://www.imdb.com/title/tt0105151/,movie,7.6,124,1992,"Comedy, Crime, Drama, Thriller",48623,1992-04-03,Robert Altman
174,tt0091288,2014-04-07,2014-04-07,,Jean de Florette,https://www.imdb.com/title/tt0091288/,movie,8.1,120,1986,Drama,22048,1986-08-27,Claude Berri
175,tt0046912,2014-04-07,2014-04-07,,Dial M for Murder,https://www.imdb.com/title/tt0046912/,movie,8.2,105,1954,"Crime, Thriller",137497,1954-05-19,Alfred Hitchcock
176,tt0073341,2014-04-07,2014-04-07,,The Man Who Would Be King,https://www.imdb.com/title/tt0073341/,movie,7.9,129,1975,Adventure,40260,1975-11-27,John Huston
177,tt0115751,2014-04-07,2014-04-07,,Breaking the Waves,https://www.imdb.com/title/tt0115751/,movie,7.9,159,1996,Drama,56084,1996-05-13,Lars von Trier
178,tt0114388,2014-04-07,2014-04-07,,Sense and Sensibility,https://www.imdb.com/title/tt0114388/,movie,7.7,136,1995,"Drama, Romance",90257,1995-12-04,Ang Lee
179,tt0074958,2014-04-07,2014-04-07,,Network,https://www.imdb.com/title/tt0074958/,movie,8.1,121,1976,Drama,128370,1976-11-14,Sidney Lumet
180,tt0093191,2014-04-07,2014-04-07,,Der Himmel über Berlin,https://www.imdb.com/title/tt0093191/,movie,8.1,128,1987,"Drama, Fantasy, Romance",56095,1987-05-17,Wim Wenders
181,tt0108065,2014-04-07,2014-04-07,,Searching for Bobby Fischer,https://www.imdb.com/title/tt0108065/,movie,7.5,109,1993,"Biography, Drama",26779,1993-08-11,Steven Zaillian
182,tt0086979,2014-04-07,2014-04-07,,Blood Simple,https://www.imdb.com/title/tt0086979/,movie,7.6,99,1984,"Crime, Drama, Thriller",78333,1984-09-07,"Joel Coen, Ethan Coen"
183,tt0103639,2014-04-07,2014-04-07,,Aladdin,https://www.imdb.com/title/tt0103639/,movie,8.0,90,1992,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",311497,1992-11-08,"Ron Clements, John Musker"
184,tt0075860,2014-04-07,2014-04-07,,Close Encounters of the Third Kind,https://www.imdb.com/title/tt0075860/,movie,7.7,138,1977,"Drama, Sci-Fi",164340,1977-11-15,Steven Spielberg
185,tt0109707,2014-04-07,2014-04-07,,Ed Wood,https://www.imdb.com/title/tt0109707/,movie,7.9,127,1994,"Biography, Comedy, Drama",155608,1994-09-23,Tim Burton
186,tt0114746,2014-04-07,2014-04-07,,Twelve Monkeys,https://www.imdb.com/title/tt0114746/,movie,8.0,129,1995,"Mystery, Sci-Fi, Thriller",533057,1995-12-08,Terry Gilliam
187,tt0080339,2014-04-07,2014-04-07,,Airplane!,https://www.imdb.com/title/tt0080339/,movie,7.8,88,1980,Comedy,186615,1980-07-02,"Jim Abrahams, Jerry Zucker, David Zucker"
188,tt0074119,2014-04-07,2014-04-07,,All the President's Men,https://www.imdb.com/title/tt0074119/,movie,8.0,138,1976,"Biography, Drama, History, Thriller",89810,1976-04-04,Alan J. Pakula
189,tt0029583,2014-04-07,2014-04-07,,Snow White and the Seven Dwarfs,https://www.imdb.com/title/tt0029583/,movie,7.6,83,1937,"Animation, Family, Fantasy, Musical, Romance",160306,1937-12-21,"William Cottrell, Ben Sharpsteen, David Hand, Perce Pearce, Wilfred Jackson, Larry Morey"
190,tt0116477,2014-04-07,2014-04-07,,Hamlet,https://www.imdb.com/title/tt0116477/,movie,7.8,242,1996,Drama,33738,1996-12-25,Kenneth Branagh
191,tt0064665,2014-04-07,2014-04-07,,Midnight Cowboy,https://www.imdb.com/title/tt0064665/,movie,7.9,113,1969,Drama,88524,1969-05-25,John Schlesinger
192,tt0119349,2014-04-07,2014-04-07,,The Ice Storm,https://www.imdb.com/title/tt0119349/,movie,7.5,112,1997,Drama,50366,1997-05-12,Ang Lee
193,tt0094947,2014-04-07,2014-04-07,,Dangerous Liaisons,https://www.imdb.com/title/tt0094947/,movie,7.6,119,1988,"Drama, Romance",59018,1988-12-11,Stephen Frears
194,tt0097351,2014-04-07,2014-04-07,,Field of Dreams,https://www.imdb.com/title/tt0097351/,movie,7.5,107,1989,"Drama, Family, Fantasy, Sport",98110,1989-04-21,Phil Alden Robinson
195,tt0080455,2014-04-07,2014-04-07,,The Blues Brothers,https://www.imdb.com/title/tt0080455/,movie,7.9,133,1980,"Adventure, Comedy, Crime, Musical",164404,1980-06-20,John Landis
196,tt0117951,2014-04-07,2014-04-07,,Trainspotting,https://www.imdb.com/title/tt0117951/,movie,8.2,93,1996,Drama,578998,1996-02-23,Danny Boyle
197,tt0112384,2014-04-07,2014-04-07,,Apollo 13,https://www.imdb.com/title/tt0112384/,movie,7.6,140,1995,"Adventure, Drama, History",240760,1995-06-22,Ron Howard
198,tt0098635,2014-04-07,2014-04-07,,When Harry Met Sally...,https://www.imdb.com/title/tt0098635/,movie,7.6,95,1989,"Comedy, Drama, Romance",173952,1989-07-12,Rob Reiner
199,tt0058150,2014-04-07,2014-04-07,,Goldfinger,https://www.imdb.com/title/tt0058150/,movie,7.7,110,1964,"Action, Adventure, Thriller",156138,1964-09-17,Guy Hamilton
200,tt0120587,2014-04-07,2014-04-07,,Antz,https://www.imdb.com/title/tt0120587/,movie,6.6,83,1998,"Animation, Adventure, Comedy, Family",137427,1998-09-19,"Tim Johnson, Eric Darnell"
201,tt0093822,2014-04-07,2014-04-07,,Raising Arizona,https://www.imdb.com/title/tt0093822/,movie,7.4,94,1987,"Comedy, Crime",114682,1987-03-06,"Joel Coen, Ethan Coen"
202,tt0089606,2014-04-07,2014-04-07,,Mitt liv som hund,https://www.imdb.com/title/tt0089606/,movie,7.6,101,1985,"Drama, Comedy",16744,1985-12-12,Lasse Hallström
203,tt0120780,2014-04-07,2014-04-07,,Out of Sight,https://www.imdb.com/title/tt0120780/,movie,7.0,123,1998,"Crime, Drama, Romance, Thriller",78829,1998-06-26,Steven Soderbergh
204,tt0068327,2014-04-07,2014-04-07,,Cabaret,https://www.imdb.com/title/tt0068327/,movie,7.8,124,1972,"Drama, Musical",42565,1972-02-13,Bob Fosse
205,tt0055614,2014-04-07,2014-04-07,,West Side Story,https://www.imdb.com/title/tt0055614/,movie,7.6,153,1961,"Crime, Drama, Musical, Romance",85536,1961-10-18,"Jerome Robbins, Robert Wise"
206,tt0063462,2014-04-07,2014-04-07,,The Producers,https://www.imdb.com/title/tt0063462/,movie,7.7,88,1967,"Comedy, Music",45708,1967-11-22,Mel Brooks
207,tt0110877,2014-04-07,2014-04-07,,Il postino,https://www.imdb.com/title/tt0110877/,movie,7.7,108,1994,"Biography, Comedy, Drama, Romance",30072,1994-09-01,"Massimo Troisi, Michael Radford"
208,tt0029843,2014-04-07,2014-04-07,,The Adventures of Robin Hood,https://www.imdb.com/title/tt0029843/,movie,8.0,102,1938,"Action, Adventure, Romance",43256,1938-05-12,"Michael Curtiz, William Keighley"
209,tt0059742,2014-04-07,2014-04-07,,The Sound of Music,https://www.imdb.com/title/tt0059742/,movie,8.0,172,1965,"Biography, Drama, Family, Musical, Romance",178265,1965-03-02,Robert Wise
210,tt0068473,2014-04-07,2014-04-07,,Deliverance,https://www.imdb.com/title/tt0068473/,movie,7.7,109,1972,"Adventure, Drama, Thriller",89535,1972-07-30,John Boorman
211,tt0101507,2014-04-07,2014-04-07,,Boyz n the Hood,https://www.imdb.com/title/tt0101507/,movie,7.8,112,1991,"Crime, Drama",109454,1991-05-13,John Singleton
212,tt0082432,2014-04-07,2014-04-07,,Gallipoli,https://www.imdb.com/title/tt0082432/,movie,7.5,110,1981,"Adventure, Drama, History, War",33553,1981-08-13,Peter Weir
213,tt0114478,2014-04-07,2014-04-07,,Smoke,https://www.imdb.com/title/tt0114478/,movie,7.4,112,1995,"Comedy, Drama",30902,1995-02-10,"Paul Auster, Wayne Wang"
214,tt0058331,2014-04-07,2014-04-07,,Mary Poppins,https://www.imdb.com/title/tt0058331/,movie,7.8,139,1964,"Comedy, Family, Fantasy, Musical",136607,1964-08-27,Robert Stevenson
215,tt0111507,2014-04-07,2014-04-07,,Trois couleurs: Blanc,https://www.imdb.com/title/tt0111507/,movie,7.7,92,1994,"Comedy, Drama, Romance",54232,1994-01-26,Krzysztof Kieslowski
216,tt0104257,2014-04-07,2014-04-07,,A Few Good Men,https://www.imdb.com/title/tt0104257/,movie,7.7,138,1992,"Drama, Thriller",210848,1992-12-02,Rob Reiner
217,tt0067116,2014-04-07,2014-04-07,,The French Connection,https://www.imdb.com/title/tt0067116/,movie,7.8,104,1971,"Action, Crime, Drama, Thriller",97425,1971-10-07,William Friedkin
218,tt0049833,2014-04-07,2014-04-07,,The Ten Commandments,https://www.imdb.com/title/tt0049833/,movie,7.9,220,1956,"Adventure, Drama",56121,1956-10-05,Cecil B. DeMille
219,tt0108399,2014-04-07,2014-04-07,,True Romance,https://www.imdb.com/title/tt0108399/,movie,7.9,119,1993,"Crime, Drama, Romance, Thriller",185477,1993-09-08,Tony Scott
220,tt0099077,2014-04-07,2014-04-07,,Awakenings,https://www.imdb.com/title/tt0099077/,movie,7.8,121,1990,"Biography, Drama",109764,1990-12-12,Penny Marshall
221,tt0065214,2014-04-07,2014-04-07,,The Wild Bunch,https://www.imdb.com/title/tt0065214/,movie,8.0,135,1969,"Action, Adventure, Western",70877,1969-06-18,Sam Peckinpah
222,tt0069704,2014-04-07,2014-04-07,,American Graffiti,https://www.imdb.com/title/tt0069704/,movie,7.5,110,1973,"Comedy, Drama",73342,1973-08-01,George Lucas
223,tt0094625,2014-04-07,2014-04-07,,Akira,https://www.imdb.com/title/tt0094625/,movie,8.1,124,1988,"Animation, Drama, Sci-Fi, Thriller",134467,1988-07-16,Katsuhiro Ôtomo
224,tt0099810,2014-04-07,2014-04-07,,The Hunt for Red October,https://www.imdb.com/title/tt0099810/,movie,7.6,135,1990,"Action, Adventure, Thriller",161849,1990-03-02,John McTiernan
225,tt0091867,2014-04-07,2014-04-07,,A Room with a View,https://www.imdb.com/title/tt0091867/,movie,7.4,117,1985,"Drama, Romance",35233,1985-12-13,James Ivory
226,tt0099334,2014-04-07,2014-04-07,,Cyrano de Bergerac,https://www.imdb.com/title/tt0099334/,movie,7.5,137,1990,"Comedy, Drama, History, Romance",20409,1990-03-28,Jean-Paul Rappeneau
227,tt0104361,2014-04-07,2014-04-07,,A Grand Day Out,https://www.imdb.com/title/tt0104361/,short,7.8,23,1989,"Animation, Short, Adventure, Comedy, Family, Sci-Fi",27749,1989-11-04,Nick Park
228,tt0119229,2014-04-07,2014-04-07,,Grosse Pointe Blank,https://www.imdb.com/title/tt0119229/,movie,7.4,107,1997,"Action, Comedy, Crime, Romance, Thriller",81234,1997-04-11,George Armitage
229,tt0091605,2014-04-07,2014-04-07,,Der Name der Rose,https://www.imdb.com/title/tt0091605/,movie,7.8,130,1986,"Crime, Drama, Mystery, Thriller",92820,1986-09-24,Jean-Jacques Annaud
230,tt0067185,2014-04-07,2014-04-07,,Harold and Maude,https://www.imdb.com/title/tt0067185/,movie,8.0,91,1971,"Comedy, Drama, Romance",64272,1971-12-20,Hal Ashby
231,tt0045061,2014-04-07,2014-04-07,,The Quiet Man,https://www.imdb.com/title/tt0045061/,movie,7.8,129,1952,"Comedy, Drama, Romance",31026,1952-06-06,John Ford
232,tt0101921,2014-04-07,2014-04-07,,Fried Green Tomatoes,https://www.imdb.com/title/tt0101921/,movie,7.7,130,1991,Drama,60108,1991-12-27,Jon Avnet
233,tt0061418,2014-04-07,2014-04-07,,Bonnie and Clyde,https://www.imdb.com/title/tt0061418/,movie,7.9,111,1967,"Action, Biography, Crime, Drama",92018,1967-08-04,Arthur Penn
234,tt0113277,2014-04-07,2014-04-07,,Heat,https://www.imdb.com/title/tt0113277/,movie,8.2,170,1995,"Crime, Drama, Thriller",513926,1995-12-06,Michael Mann
235,tt0054047,2014-04-07,2014-04-07,,The Magnificent Seven,https://www.imdb.com/title/tt0054047/,movie,7.8,128,1960,"Action, Adventure, Western",79448,1960-10-12,John Sturges
236,tt0108550,2014-04-07,2014-04-07,,What's Eating Gilbert Grape,https://www.imdb.com/title/tt0108550/,movie,7.8,118,1993,Drama,194351,1993-10-01,Lasse Hallström
237,tt0107048,2014-04-07,2014-04-07,,Groundhog Day,https://www.imdb.com/title/tt0107048/,movie,8.0,101,1993,"Comedy, Fantasy, Romance",530358,1993-02-04,Harold Ramis
238,tt0112641,2014-04-07,2014-04-07,,Casino,https://www.imdb.com/title/tt0112641/,movie,8.2,178,1995,"Crime, Drama",405389,1995-04-03,Martin Scorsese
239,tt0091042,2014-04-07,2014-04-07,,Ferris Bueller's Day Off,https://www.imdb.com/title/tt0091042/,movie,7.8,103,1986,Comedy,283688,1986-06-11,John Hughes
240,tt0061852,2014-04-07,2014-04-07,,The Jungle Book,https://www.imdb.com/title/tt0061852/,movie,7.6,78,1967,"Animation, Adventure, Family, Musical",147514,1967-10-18,Wolfgang Reitherman
241,tt0098258,2014-04-07,2014-04-07,,Say Anything...,https://www.imdb.com/title/tt0098258/,movie,7.4,100,1989,"Comedy, Drama, Romance",75205,1989-04-14,Cameron Crowe
242,tt0118842,2014-04-07,2014-04-07,,Chasing Amy,https://www.imdb.com/title/tt0118842/,movie,7.3,113,1997,"Comedy, Drama, Romance",124025,1997-01-23,Kevin Smith
243,tt0119177,2014-04-07,2014-04-07,,Gattaca,https://www.imdb.com/title/tt0119177/,movie,7.8,106,1997,"Drama, Sci-Fi, Thriller",255498,1997-09-07,Andrew Niccol
244,tt0118715,2014-04-07,2014-04-07,,The Big Lebowski,https://www.imdb.com/title/tt0118715/,movie,8.1,117,1998,"Comedy, Crime",648224,1998-02-15,"Joel Coen, Ethan Coen"
245,tt0120338,2014-04-07,2014-04-07,,Titanic,https://www.imdb.com/title/tt0120338/,movie,7.8,194,1997,"Drama, Romance",932497,1997-11-01,James Cameron
246,tt0097937,2014-04-07,2014-04-07,,My Left Foot: The Story of Christy Brown,https://www.imdb.com/title/tt0097937/,movie,7.9,103,1989,"Biography, Drama",59833,1989-02-24,Jim Sheridan
247,tt0071230,2014-04-07,2014-04-07,,Blazing Saddles,https://www.imdb.com/title/tt0071230/,movie,7.8,93,1974,"Comedy, Western",113857,1974-02-07,Mel Brooks
248,tt0095631,2014-04-07,2014-04-07,,Midnight Run,https://www.imdb.com/title/tt0095631/,movie,7.6,126,1988,"Action, Comedy, Crime, Thriller",63118,1988-07-11,Martin Brest
249,tt0093389,2014-04-07,2014-04-07,,The Last Emperor,https://www.imdb.com/title/tt0093389/,movie,7.8,163,1987,"Biography, Drama, History",83416,1987-10-04,Bernardo Bertolucci
250,tt0119008,2014-04-07,2014-04-07,,Donnie Brasco,https://www.imdb.com/title/tt0119008/,movie,7.8,127,1997,"Biography, Crime, Drama",251934,1997-02-24,Mike Newell
