Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
145,tt0046911,2014-04-07,2014-04-07,,Les diaboliques,https://www.imdb.com/title/tt0046911/,movie,8.1,117,1955,"Crime, Drama, Horror, Mystery, Thriller",55276,1955-01-29,Henri-Georges Clouzot
146,tt0036342,2014-04-07,2014-04-07,,Shadow of a Doubt,https://www.imdb.com/title/tt0036342/,movie,7.9,108,1943,Thriller,53085,1943-01-12,Alfred Hitchcock
147,tt0058946,2014-04-07,2014-04-07,,La battaglia di Algeri,https://www.imdb.com/title/tt0058946/,movie,8.1,121,1966,"Drama, War",46399,1966-08-31,Gillo Pontecorvo
148,tt0056801,2014-04-07,2014-04-07,,8½,https://www.imdb.com/title/tt0056801/,movie,8.1,138,1963,Drama,97713,1963-02-13,Federico Fellini
149,tt0130827,2014-04-07,2014-04-07,,Lola rennt,https://www.imdb.com/title/tt0130827/,movie,7.7,81,1998,"Crime, Drama, Thriller",177226,1998-08-20,Tom Tykwer
150,tt0037558,2014-04-07,2014-04-07,,Brief Encounter,https://www.imdb.com/title/tt0037558/,movie,8.1,86,1945,"Drama, Romance",31032,1945-11-19,David Lean
151,tt0048424,2014-04-07,2014-04-07,,The Night of the Hunter,https://www.imdb.com/title/tt0048424/,movie,8.0,92,1955,"Crime, Drama, Film-Noir, Thriller",74021,1955-07-26,Charles Laughton
152,tt0092005,2014-04-07,2014-04-07,,Stand by Me,https://www.imdb.com/title/tt0092005/,movie,8.1,89,1986,"Adventure, Drama",327318,1986-10-27,Rob Reiner
153,tt0065214,2014-04-07,2014-04-07,,The Wild Bunch,https://www.imdb.com/title/tt0065214/,movie,8.0,135,1969,"Action, Adventure, Western",70877,1969-06-18,Sam Peckinpah
154,tt0095016,2014-04-07,2014-04-07,,Die Hard,https://www.imdb.com/title/tt0095016/,movie,8.2,132,1988,"Action, Thriller",706811,1988-07-12,John McTiernan
155,tt0071360,2014-04-07,2014-04-07,,The Conversation,https://www.imdb.com/title/tt0071360/,movie,7.9,113,1974,"Drama, Mystery, Thriller",85866,1974-04-07,Francis Ford Coppola
156,tt0042546,2014-04-07,2014-04-07,,Harvey,https://www.imdb.com/title/tt0042546/,movie,8.0,104,1950,"Comedy, Drama, Fantasy",49300,1950-12-04,Henry Koster
157,tt0017925,2014-04-07,2014-04-07,,The General,https://www.imdb.com/title/tt0017925/,movie,8.2,67,1926,"Action, Adventure, Comedy, Drama, War, Western",70175,1926-12-31,"Buster Keaton, Clyde Bruckman"
158,tt0050986,2014-04-07,2014-04-07,,Smultronstället,https://www.imdb.com/title/tt0050986/,movie,8.2,91,1957,"Drama, Romance",82205,1957-12-26,Ingmar Bergman
159,tt0072890,2014-04-07,2014-04-07,,Dog Day Afternoon,https://www.imdb.com/title/tt0072890/,movie,8.0,125,1975,"Biography, Crime, Drama, Thriller",214816,1975-09-20,Sidney Lumet
160,tt0023969,2014-04-07,2014-04-07,,Duck Soup,https://www.imdb.com/title/tt0023969/,movie,8.0,68,1933,"Comedy, Musical, War",51640,1933-11-12,Leo McCarey
161,tt0013442,2014-04-07,2014-04-07,,"Nosferatu, eine Symphonie des Grauens",https://www.imdb.com/title/tt0013442/,movie,8.0,94,1922,"Fantasy, Horror",79272,1922-02-17,F.W. Murnau
162,tt0066206,2014-04-07,2014-04-07,,Patton,https://www.imdb.com/title/tt0066206/,movie,8.0,172,1970,"Biography, Drama, War",86800,1970-02-04,Franklin J. Schaffner
163,tt0097441,2014-04-07,2014-04-07,,Glory,https://www.imdb.com/title/tt0097441/,movie,7.9,122,1989,"Biography, Drama, History, War",111869,1989-12-15,Edward Zwick
164,tt0043456,2014-04-07,2014-04-07,,The Day the Earth Stood Still,https://www.imdb.com/title/tt0043456/,movie,7.8,92,1951,"Drama, Sci-Fi",71321,1951-09-18,Robert Wise
165,tt0010323,2014-04-07,2014-04-07,,Das Cabinet des Dr. Caligari,https://www.imdb.com/title/tt0010323/,movie,8.1,76,1920,"Fantasy, Horror, Mystery, Thriller",48589,1920-02-26,Robert Wiene
166,tt0031381,2014-04-07,2014-04-07,,Gone with the Wind,https://www.imdb.com/title/tt0031381/,movie,8.2,238,1939,"Drama, History, Romance, War",259158,1939-12-15,"Sam Wood, George Cukor, Victor Fleming"
167,tt0054331,2014-04-07,2014-04-07,,Spartacus,https://www.imdb.com/title/tt0054331/,movie,7.9,197,1960,"Adventure, Biography, Drama, History, War",111412,1960-10-06,Stanley Kubrick
168,tt0299977,2014-04-07,2014-04-07,,Ying xiong,https://www.imdb.com/title/tt0299977/,movie,7.9,107,2002,"Action, Adventure, History",163999,2002-10-24,Yimou Zhang
169,tt0107048,2014-04-07,2014-04-07,,Groundhog Day,https://www.imdb.com/title/tt0107048/,movie,8.0,101,1993,"Comedy, Fantasy, Romance",530358,1993-02-04,Harold Ramis
170,tt0015864,2014-04-07,2014-04-07,,The Gold Rush,https://www.imdb.com/title/tt0015864/,movie,8.2,95,1925,"Adventure, Comedy, Drama, Family",87524,1925-06-26,Charles Chaplin
171,tt0114709,2014-04-07,2014-04-07,,Toy Story,https://www.imdb.com/title/tt0114709/,movie,8.3,81,1995,"Animation, Adventure, Comedy, Family, Fantasy",771052,1995-11-19,John Lasseter
172,tt0308644,2014-04-07,2014-04-07,,Finding Neverland,https://www.imdb.com/title/tt0308644/,movie,7.7,106,2004,"Biography, Drama, Family",189365,2004-09-04,Marc Forster
173,tt0117951,2014-04-07,2014-04-07,,Trainspotting,https://www.imdb.com/title/tt0117951/,movie,8.2,93,1996,Drama,578998,1996-02-23,Danny Boyle
174,tt0032551,2014-04-07,2014-04-07,,The Grapes of Wrath,https://www.imdb.com/title/tt0032551/,movie,8.1,129,1940,"Drama, History",79385,1940-01-24,John Ford
175,tt0175880,2014-04-07,2014-04-07,,Magnolia,https://www.imdb.com/title/tt0175880/,movie,8.0,188,1999,Drama,266525,1999-12-08,Paul Thomas Anderson
176,tt0070047,2014-04-07,2014-04-07,,The Exorcist,https://www.imdb.com/title/tt0070047/,movie,8.0,122,1973,Horror,324881,1973-12-26,William Friedkin
177,tt0085334,2014-04-07,2014-04-07,,A Christmas Story,https://www.imdb.com/title/tt0085334/,movie,8.0,94,1983,"Comedy, Family",121260,1983-11-18,Bob Clark
178,tt0032904,2014-04-07,2014-04-07,,The Philadelphia Story,https://www.imdb.com/title/tt0032904/,movie,8.0,112,1940,"Comedy, Romance",57530,1940-12-05,George Cukor
179,tt0038348,2014-04-07,2014-04-07,,La belle et la bête,https://www.imdb.com/title/tt0038348/,movie,8.0,96,1946,"Drama, Fantasy, Romance",21893,1946-09-30,"Jean Cocteau, René Clément"
180,tt0118715,2014-04-07,2014-04-07,,The Big Lebowski,https://www.imdb.com/title/tt0118715/,movie,8.1,117,1998,"Comedy, Crime",648224,1998-02-15,"Ethan Coen, Joel Coen"
181,tt0327056,2014-04-07,2014-04-07,,Mystic River,https://www.imdb.com/title/tt0327056/,movie,8.0,138,2003,"Crime, Drama, Mystery, Thriller",382970,2003-05-23,Clint Eastwood
182,tt0113277,2014-04-07,2014-04-07,,Heat,https://www.imdb.com/title/tt0113277/,movie,8.2,170,1995,"Crime, Drama, Thriller",513926,1995-12-06,Michael Mann
183,tt0126029,2014-04-07,2014-04-07,,Shrek,https://www.imdb.com/title/tt0126029/,movie,7.9,90,2001,"Animation, Adventure, Comedy, Family, Fantasy",548471,2001-04-22,"Vicky Jenson, Andrew Adamson"
184,tt0114746,2014-04-07,2014-04-07,,Twelve Monkeys,https://www.imdb.com/title/tt0114746/,movie,8.0,129,1995,"Mystery, Sci-Fi, Thriller",533057,1995-12-08,Terry Gilliam
185,tt0352248,2014-04-07,2014-04-07,,Cinderella Man,https://www.imdb.com/title/tt0352248/,movie,8.0,144,2005,"Biography, Drama, Sport",164583,2005-05-23,Ron Howard
186,tt0319061,2014-04-07,2014-04-07,,Big Fish,https://www.imdb.com/title/tt0319061/,movie,8.0,125,2003,"Adventure, Drama, Fantasy, Romance",385216,2003-12-04,Tim Burton
187,tt0024216,2014-04-07,2014-04-07,,King Kong,https://www.imdb.com/title/tt0024216/,movie,7.9,100,1933,"Adventure, Horror, Sci-Fi",72657,1933-03-02,"Ernest B. Schoedsack, Merian C. Cooper"
188,tt0381681,2014-04-07,2014-04-07,,Before Sunset,https://www.imdb.com/title/tt0381681/,movie,8.1,80,2004,"Drama, Romance",203000,2004-02-10,Richard Linklater
189,tt0109707,2014-04-07,2014-04-07,,Ed Wood,https://www.imdb.com/title/tt0109707/,movie,7.9,127,1994,"Biography, Comedy, Drama",155608,1994-09-23,Tim Burton
190,tt0054997,2014-04-07,2014-04-07,,The Hustler,https://www.imdb.com/title/tt0054997/,movie,8.0,134,1961,"Drama, Sport",69673,1961-09-25,Robert Rossen
191,tt0055031,2014-04-07,2014-04-07,,Judgment at Nuremberg,https://www.imdb.com/title/tt0055031/,movie,8.2,186,1961,"Drama, War",60267,1961-12-14,Stanley Kramer
192,tt0088247,2014-04-07,2014-04-07,,The Terminator,https://www.imdb.com/title/tt0088247/,movie,8.0,107,1984,"Action, Sci-Fi",713721,1984-10-26,James Cameron
193,tt0030341,2014-04-07,2014-04-07,,The Lady Vanishes,https://www.imdb.com/title/tt0030341/,movie,7.9,96,1938,"Mystery, Thriller",41910,1938-10-07,Alfred Hitchcock
194,tt0036868,2014-04-07,2014-04-07,,The Best Years of Our Lives,https://www.imdb.com/title/tt0036868/,movie,8.1,170,1946,"Drama, Romance, War",52254,1946-11-21,William Wyler
195,tt0208092,2014-04-07,2014-04-07,,Snatch,https://www.imdb.com/title/tt0208092/,movie,8.3,104,2000,"Comedy, Crime",705110,2000-08-23,Guy Ritchie
196,tt0457430,2014-04-07,2014-04-07,,El laberinto del fauno,https://www.imdb.com/title/tt0457430/,movie,8.2,118,2006,"Drama, Fantasy, War",560969,2006-05-27,Guillermo del Toro
197,tt0358273,2014-04-07,2014-04-07,,Walk the Line,https://www.imdb.com/title/tt0358273/,movie,7.9,136,2005,"Biography, Drama, Music, Romance",209295,2005-09-04,James Mangold
198,tt0312004,2014-04-07,2014-04-07,,The Curse of the Were-Rabbit,https://www.imdb.com/title/tt0312004/,movie,7.5,85,2005,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi",113341,2005-09-04,"Nick Park, Steve Box"
199,tt0026138,2014-04-07,2014-04-07,,Bride of Frankenstein,https://www.imdb.com/title/tt0026138/,movie,7.9,75,1935,"Drama, Horror, Sci-Fi",38403,1935-04-19,James Whale
200,tt0039689,2014-04-07,2014-04-07,,Out of the Past,https://www.imdb.com/title/tt0039689/,movie,8.1,97,1947,"Crime, Drama, Film-Noir, Romance, Thriller",28413,1947-11-25,Jacques Tourneur
201,tt0061811,2014-04-07,2014-04-07,,In the Heat of the Night,https://www.imdb.com/title/tt0061811/,movie,8.0,110,1967,"Crime, Drama, Mystery, Thriller",58820,1967-08-02,Norman Jewison
202,tt0095327,2014-04-07,2014-04-07,,Hotaru no haka,https://www.imdb.com/title/tt0095327/,movie,8.5,89,1988,"Animation, Drama, War",189103,1988-04-16,Isao Takahata
203,tt0046359,2014-04-07,2014-04-07,,Stalag 17,https://www.imdb.com/title/tt0046359/,movie,8.0,120,1953,"Comedy, Drama, War",47435,1953-05-29,Billy Wilder
204,tt0069281,2014-04-07,2014-04-07,,Sleuth,https://www.imdb.com/title/tt0069281/,movie,8.0,138,1972,"Mystery, Thriller",41349,1972-12-10,Joseph L. Mankiewicz
205,tt0051201,2014-04-07,2014-04-07,,Witness for the Prosecution,https://www.imdb.com/title/tt0051201/,movie,8.4,116,1957,"Crime, Drama, Mystery, Thriller",88541,1957-12-17,Billy Wilder
206,tt0061418,2014-04-07,2014-04-07,,Bonnie and Clyde,https://www.imdb.com/title/tt0061418/,movie,7.9,111,1967,"Action, Biography, Crime, Drama",92018,1967-08-04,Arthur Penn
207,tt0072431,2014-04-07,2014-04-07,,Young Frankenstein,https://www.imdb.com/title/tt0072431/,movie,8.0,106,1974,Comedy,131284,1974-12-15,Mel Brooks
208,tt0084787,2014-04-07,2014-04-07,,The Thing,https://www.imdb.com/title/tt0084787/,movie,8.1,109,1982,"Horror, Mystery, Sci-Fi",323127,1982-06-25,John Carpenter
209,tt0287467,2014-04-07,2014-04-07,,Hable con ella,https://www.imdb.com/title/tt0287467/,movie,8.0,112,2002,"Drama, Mystery, Romance",95919,2002-03-15,Pedro Almodóvar
210,tt0063522,2014-04-07,2014-04-07,,Rosemary's Baby,https://www.imdb.com/title/tt0063522/,movie,8.0,137,1968,"Drama, Horror",166178,1968-06-12,Roman Polanski
211,tt0166896,2014-04-07,2014-04-07,,The Straight Story,https://www.imdb.com/title/tt0166896/,movie,8.0,112,1999,"Biography, Drama",73348,1999-05-21,David Lynch
212,tt0120735,2014-04-07,2014-04-07,,"Lock, Stock and Two Smoking Barrels",https://www.imdb.com/title/tt0120735/,movie,8.2,107,1998,"Comedy, Crime",485149,1998-08-23,Guy Ritchie
213,tt0048021,2014-04-07,2014-04-07,,Du rififi chez les hommes,https://www.imdb.com/title/tt0048021/,movie,8.2,118,1955,"Crime, Thriller",22375,1955-04-13,Jules Dassin
214,tt0117666,2014-04-07,2014-04-07,,Sling Blade,https://www.imdb.com/title/tt0117666/,movie,8.0,135,1996,Drama,80529,1996-08-30,Billy Bob Thornton
215,tt0021884,2014-04-07,2014-04-07,,Frankenstein,https://www.imdb.com/title/tt0021884/,movie,7.9,70,1931,"Drama, Horror, Sci-Fi",57471,1931-11-21,James Whale
216,tt0079522,2014-04-07,2014-04-07,,Manhattan,https://www.imdb.com/title/tt0079522/,movie,8.0,96,1979,"Comedy, Drama, Romance",119894,1979-04-18,Woody Allen
217,tt0482571,2014-04-07,2014-04-07,,The Prestige,https://www.imdb.com/title/tt0482571/,movie,8.5,130,2006,"Drama, Mystery, Sci-Fi, Thriller",1039644,2006-10-17,Christopher Nolan
218,tt0036613,2014-04-07,2014-04-07,,Arsenic and Old Lace,https://www.imdb.com/title/tt0036613/,movie,8.0,118,1944,"Comedy, Crime, Thriller",60804,1944-09-01,Frank Capra
219,tt0052561,2014-04-07,2014-04-07,,Anatomy of a Murder,https://www.imdb.com/title/tt0052561/,movie,8.0,160,1959,"Crime, Drama, Mystery, Thriller",53023,1959-07-01,Otto Preminger
220,tt0086250,2014-04-07,2014-04-07,,Scarface,https://www.imdb.com/title/tt0086250/,movie,8.3,170,1983,"Crime, Drama",649226,1983-12-01,Brian De Palma
221,tt0198781,2014-04-07,2014-04-07,,"Monsters, Inc.",https://www.imdb.com/title/tt0198781/,movie,8.1,92,2001,"Animation, Adventure, Comedy, Family, Fantasy",720935,2001-10-28,"David Silverman, Pete Docter, Lee Unkrich"
222,tt0050613,2014-04-07,2014-04-07,,Kumonosu-jô,https://www.imdb.com/title/tt0050613/,movie,8.1,110,1957,Drama,38954,1957-01-15,Akira Kurosawa
223,tt0053198,2014-04-07,2014-04-07,,Les quatre cents coups,https://www.imdb.com/title/tt0053198/,movie,8.1,99,1959,"Crime, Drama",90049,1959-05-04,François Truffaut
224,tt0057565,2014-04-07,2014-04-07,,Tengoku to jigoku,https://www.imdb.com/title/tt0057565/,movie,8.4,143,1963,"Crime, Drama, Mystery, Thriller",23050,1963-03-01,Akira Kurosawa
225,tt0325980,2014-04-07,2014-04-07,,Pirates of the Caribbean: The Curse of the Black Pearl,https://www.imdb.com/title/tt0325980/,movie,8.0,143,2003,"Action, Adventure, Fantasy",948363,2003-06-28,Gore Verbinski
226,tt0020629,2014-04-07,2014-04-07,,All Quiet on the Western Front,https://www.imdb.com/title/tt0020629/,movie,8.1,136,1930,"Drama, War",52740,1930-04-21,Lewis Milestone
227,tt0056217,2014-04-07,2014-04-07,,The Man Who Shot Liberty Valance,https://www.imdb.com/title/tt0056217/,movie,8.1,123,1962,"Drama, Western",61509,1962-04-13,John Ford
228,tt0046250,2014-04-07,2014-04-07,,Roman Holiday,https://www.imdb.com/title/tt0046250/,movie,8.1,118,1953,"Comedy, Romance",115744,1953-08-20,William Wyler
229,tt0049730,2014-04-07,2014-04-07,,The Searchers,https://www.imdb.com/title/tt0049730/,movie,8.0,119,1956,"Adventure, Drama, Western",71817,1956-05-16,John Ford
230,tt0059113,2014-04-07,2014-04-07,,Doctor Zhivago,https://www.imdb.com/title/tt0059113/,movie,8.0,197,1965,"Drama, Romance, War",63317,1965-12-22,David Lean
231,tt0037884,2014-04-07,2014-04-07,,The Lost Weekend,https://www.imdb.com/title/tt0037884/,movie,8.0,101,1945,"Drama, Film-Noir",29799,1945-10-05,Billy Wilder
232,tt0029947,2014-04-07,2014-04-07,,Bringing Up Baby,https://www.imdb.com/title/tt0029947/,movie,8.0,102,1938,"Comedy, Family, Romance",50283,1938-02-16,Howard Hawks
233,tt0113247,2014-04-07,2014-04-07,,La haine,https://www.imdb.com/title/tt0113247/,movie,8.1,98,1995,"Crime, Drama",129315,1995-05-27,Mathieu Kassovitz
234,tt0088846,2014-04-07,2014-04-07,,Brazil,https://www.imdb.com/title/tt0088846/,movie,8.0,132,1985,"Drama, Sci-Fi",172663,1985-02-20,Terry Gilliam
235,tt0044081,2014-04-07,2014-04-07,,A Streetcar Named Desire,https://www.imdb.com/title/tt0044081/,movie,8.0,122,1951,Drama,90009,1951-09-09,Elia Kazan
236,tt0475276,2014-04-07,2014-04-07,,United 93,https://www.imdb.com/title/tt0475276/,movie,7.6,111,2006,"Drama, History, Thriller",91928,2006-04-28,Paul Greengrass
237,tt0063442,2014-04-07,2014-04-07,,Planet of the Apes,https://www.imdb.com/title/tt0063442/,movie,8.0,112,1968,"Adventure, Sci-Fi",154131,1968-02-08,Franklin J. Schaffner
238,tt0061809,2014-04-07,2014-04-07,,In Cold Blood,https://www.imdb.com/title/tt0061809/,movie,8.0,134,1967,"Biography, Crime, Drama, History",21775,1967-12-14,Richard Brooks
239,tt0449059,2014-04-07,2014-04-07,,Little Miss Sunshine,https://www.imdb.com/title/tt0449059/,movie,7.8,101,2006,"Comedy, Drama",403252,2006-01-20,"Jonathan Dayton, Valerie Faris"
240,tt0036244,2014-04-07,2014-04-07,,The Ox-Bow Incident,https://www.imdb.com/title/tt0036244/,movie,8.0,75,1943,"Drama, Western",18666,1943-05-08,William A. Wellman
241,tt0093191,2014-04-07,2014-04-07,,Der Himmel über Berlin,https://www.imdb.com/title/tt0093191/,movie,8.1,128,1987,"Drama, Fantasy, Romance",56095,1987-05-17,Wim Wenders
242,tt0091251,2014-04-07,2014-04-07,,Idi i smotri,https://www.imdb.com/title/tt0091251/,movie,8.2,142,1985,"Drama, War",41773,1985-07-10,Elem Klimov
243,tt0032599,2014-04-07,2014-04-07,,His Girl Friday,https://www.imdb.com/title/tt0032599/,movie,8.0,92,1940,"Comedy, Drama, Romance",47641,1940-01-11,Howard Hawks
244,tt0044741,2014-04-07,2014-04-07,,Ikiru,https://www.imdb.com/title/tt0044741/,movie,8.3,143,1952,Drama,57201,1952-10-09,Akira Kurosawa
245,tt0046912,2014-04-07,2014-04-07,,Dial M for Murder,https://www.imdb.com/title/tt0046912/,movie,8.2,105,1954,"Crime, Thriller",137497,1954-05-19,Alfred Hitchcock
246,tt0038574,2014-04-07,2014-04-07,,Great Expectations,https://www.imdb.com/title/tt0038574/,movie,7.9,118,1946,"Adventure, Drama, Mystery, Romance",20043,1946-12-16,David Lean
247,tt0140888,2014-04-07,2014-04-07,,Central do Brasil,https://www.imdb.com/title/tt0140888/,movie,8.0,113,1998,Drama,32010,1998-01-16,Walter Salles
248,tt0074119,2014-04-07,2014-04-07,,All the President's Men,https://www.imdb.com/title/tt0074119/,movie,8.0,138,1976,"Biography, Drama, History, Thriller",89810,1976-04-04,Alan J. Pakula
249,tt0140352,2014-04-07,2014-04-07,,The Insider,https://www.imdb.com/title/tt0140352/,movie,7.9,157,1999,"Biography, Drama, Thriller",147794,1999-10-28,Michael Mann
250,tt0056923,2014-04-07,2014-04-07,,Charade,https://www.imdb.com/title/tt0056923/,movie,8.0,113,1963,"Comedy, Mystery, Romance, Thriller",58758,1963-12-05,Stanley Donen
